,top_20_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/alpha,config/colsample_bytree,config/eta,config/eval_metric,config/lambda,config/max_depth,config/min_child_weight,config/objective,config/subsample,logdir
16,0.685,1716670480,,False,1,88ba0e28,2024-05-25_22-54-40,0.031025409698486328,0.031025409698486328,30824,DESKTOP-8J3QSBJ,127.0.0.1,0.031025409698486328,1,0.20719594995370783,0.8884176880942882,0.013648829985521546,error,0.015218033402268644,4,4,binary:logistic,0.7033254202320669,88ba0e28
17,0.685,1716670577,,False,1,3d39e0f1,2024-05-25_22-56-17,0.05241060256958008,0.05241060256958008,33964,DESKTOP-8J3QSBJ,127.0.0.1,0.05241060256958008,1,0.07183120651339917,0.9511125235120497,0.021671294483839837,error,0.007222072146011172,5,5,binary:logistic,0.7567349077712666,3d39e0f1
18,0.645,1716670482,,False,1,80feceb2,2024-05-25_22-54-42,0.030637741088867188,0.030637741088867188,46312,DESKTOP-8J3QSBJ,127.0.0.1,0.030637741088867188,1,9.61061360080123,0.5223678843756026,0.08802590501300754,error,0.0013437758714905622,3,5,binary:logistic,0.7362854024104716,80feceb2
19,0.68,1716670484,,False,1,965243e7,2024-05-25_22-54-44,0.038674354553222656,0.038674354553222656,6584,DESKTOP-8J3QSBJ,127.0.0.1,0.038674354553222656,1,6.024578388080204,0.674200680591137,0.010607434211189619,error,0.1874594611815768,9,3,binary:logistic,0.9384232371879417,965243e7
20,0.735,1716670485,,False,1,0462b7b3,2024-05-25_22-54-45,0.033025503158569336,0.033025503158569336,19612,DESKTOP-8J3QSBJ,127.0.0.1,0.033025503158569336,1,0.030122159827225922,0.8328170988018364,0.02770646288145786,error,0.004653648430301834,3,5,binary:logistic,0.7986963506574698,0462b7b3
21,0.745,1716670486,,False,1,4000c396,2024-05-25_22-54-46,0.035073041915893555,0.035073041915893555,37700,DESKTOP-8J3QSBJ,127.0.0.1,0.035073041915893555,1,0.059287067710250774,0.771886882412169,0.06670819642815282,error,1.5247581427399162,7,5,binary:logistic,0.5030364066729888,4000c396
22,0.71,1716670488,,False,1,c3b7af6c,2024-05-25_22-54-48,0.03586602210998535,0.03586602210998535,37300,DESKTOP-8J3QSBJ,127.0.0.1,0.03586602210998535,1,0.013525570493994166,0.8746113092063368,0.0792540267369995,error,0.010046225963044195,5,5,binary:logistic,0.7357661284480783,c3b7af6c
23,0.725,1716670489,,False,1,c159d0c3,2024-05-25_22-54-49,0.039966583251953125,0.039966583251953125,48572,DESKTOP-8J3QSBJ,127.0.0.1,0.039966583251953125,1,0.001525460524108829,0.5041737451022922,0.03394797763578811,error,0.06839172591111839,9,5,binary:logistic,0.8267071792266902,c159d0c3
24,0.695,1716670491,,False,1,0fe14ec9,2024-05-25_22-54-51,0.040547847747802734,0.040547847747802734,39856,DESKTOP-8J3QSBJ,127.0.0.1,0.040547847747802734,1,0.003240635748811111,0.5071179211616732,0.05260817478832458,error,0.1195302066526856,9,5,binary:logistic,0.9697329333229856,0fe14ec9
25,0.715,1716670579,,False,1,f2ad0184,2024-05-25_22-56-19,0.05105280876159668,0.05105280876159668,28996,DESKTOP-8J3QSBJ,127.0.0.1,0.05105280876159668,1,0.0038737618080529443,0.5791688559245487,0.03825283468761514,error,0.004952750858458154,9,3,binary:logistic,0.9768056475905564,f2ad0184
26,0.74,1716670580,,False,1,53ac2bc0,2024-05-25_22-56-20,0.03745627403259277,0.03745627403259277,37616,DESKTOP-8J3QSBJ,127.0.0.1,0.03745627403259277,1,0.020291920024502988,0.8494790188687741,0.04958085440144104,error,0.6722700974430315,9,5,binary:logistic,0.5740586899248417,53ac2bc0
27,0.685,1716670495,,False,1,edade145,2024-05-25_22-54-55,0.040563344955444336,0.040563344955444336,49492,DESKTOP-8J3QSBJ,127.0.0.1,0.040563344955444336,1,0.004353354338036015,0.87111543920669,0.03311972236669142,error,5.259817666374962,6,2,binary:logistic,0.9510380166749625,edade145
28,0.685,1716670496,,False,1,73863e43,2024-05-25_22-54-56,0.04038238525390625,0.04038238525390625,45624,DESKTOP-8J3QSBJ,127.0.0.1,0.04038238525390625,1,0.37452903484183564,0.7541051634725839,0.07142094692821901,error,0.8531144608442652,9,5,binary:logistic,0.7956007992986326,73863e43
29,0.715,1716670498,,False,1,23beaa69,2024-05-25_22-54-58,0.043030738830566406,0.043030738830566406,40792,DESKTOP-8J3QSBJ,127.0.0.1,0.043030738830566406,1,0.00956855474723946,0.5166596074713449,0.06337763899238918,error,8.219363984319918,9,4,binary:logistic,0.5938758920497827,23beaa69
30,0.72,1716670499,,False,1,226fca48,2024-05-25_22-54-59,0.03902721405029297,0.03902721405029297,1888,DESKTOP-8J3QSBJ,127.0.0.1,0.03902721405029297,1,0.007447917623160727,0.990055665966127,0.0464605528019857,error,3.2869688159500683,8,5,binary:logistic,0.6963931507582529,226fca48
31,0.685,1716670500,,False,1,333eab17,2024-05-25_22-55-00,0.05042457580566406,0.05042457580566406,10612,DESKTOP-8J3QSBJ,127.0.0.1,0.05042457580566406,1,0.0016808099392163277,0.5695467432355971,0.05157136335291876,error,0.0031031646650662883,8,3,binary:logistic,0.9797368515486018,333eab17
32,0.75,1716670582,,False,1,ffbc8548,2024-05-25_22-56-22,0.04640340805053711,0.04640340805053711,45268,DESKTOP-8J3QSBJ,127.0.0.1,0.04640340805053711,1,0.0515922365722236,0.5905823289933898,0.07221569735648711,error,4.195055684832616,6,4,binary:logistic,0.7006719130316994,ffbc8548
33,0.725,1716670503,,False,1,bdce83e0,2024-05-25_22-55-03,0.03909492492675781,0.03909492492675781,21328,DESKTOP-8J3QSBJ,127.0.0.1,0.03909492492675781,1,1.140287710328861,0.5654146084746059,0.020162119883621533,error,0.0012698820569789027,9,3,binary:logistic,0.781075508842767,bdce83e0
34,0.775,1716670583,,False,1,61ac3a62,2024-05-25_22-56-23,0.03770947456359863,0.03770947456359863,17992,DESKTOP-8J3QSBJ,127.0.0.1,0.03770947456359863,1,0.01412317213915314,0.6283631636456032,0.07982559428761704,error,4.850429276874506,7,5,binary:logistic,0.5206583133246508,61ac3a62
35,0.745,1716670506,,False,1,425ab768,2024-05-25_22-55-06,0.03603315353393555,0.03603315353393555,42432,DESKTOP-8J3QSBJ,127.0.0.1,0.03603315353393555,1,0.04213405242665634,0.7506191988753227,0.06615369107636299,error,2.8286839865456144,7,5,binary:logistic,0.5586886026762897,425ab768
36,0.745,1716670585,,False,1,09e80d0a,2024-05-25_22-56-25,0.05313730239868164,0.05313730239868164,33464,DESKTOP-8J3QSBJ,127.0.0.1,0.05313730239868164,1,0.0038068535871084355,0.6353078480880652,0.05701659633034183,error,8.024772674661218,9,5,binary:logistic,0.8371904134801509,09e80d0a
37,0.67,1716670509,,False,1,9030e767,2024-05-25_22-55-09,0.04784369468688965,0.04784369468688965,43156,DESKTOP-8J3QSBJ,127.0.0.1,0.04784369468688965,1,2.7640365774045557,0.9422255986371391,0.046631192285967724,error,0.2511167690325299,9,1,binary:logistic,0.7865483660535662,9030e767
38,0.675,1716670586,,False,1,c7b5e6b9,2024-05-25_22-56-26,0.04467153549194336,0.04467153549194336,19332,DESKTOP-8J3QSBJ,127.0.0.1,0.04467153549194336,1,0.011196693859514226,0.685777362287087,0.010158841780753677,error,0.9026201412718862,3,1,binary:logistic,0.8287834703382528,c7b5e6b9
39,0.725,1716670512,,False,1,c2d814d4,2024-05-25_22-55-12,0.038546085357666016,0.038546085357666016,40600,DESKTOP-8J3QSBJ,127.0.0.1,0.038546085357666016,1,0.011257452941044563,0.7547105867156965,0.05529623978473489,error,0.03863090020984232,3,2,binary:logistic,0.6903760655765465,c2d814d4
40,0.71,1716670588,,False,1,8da87577,2024-05-25_22-56-28,0.04066634178161621,0.04066634178161621,10924,DESKTOP-8J3QSBJ,127.0.0.1,0.04066634178161621,1,0.049212708836623625,0.8209061383151568,0.04978161252485761,error,0.0018949445896980588,3,2,binary:logistic,0.8367555934720345,8da87577
41,0.72,1716670515,,False,1,97f40880,2024-05-25_22-55-15,0.04455709457397461,0.04455709457397461,45040,DESKTOP-8J3QSBJ,127.0.0.1,0.04455709457397461,1,0.002021076073008775,0.9840693099795712,0.07201275941943566,error,0.027334589679319676,9,5,binary:logistic,0.8115371518728667,97f40880
42,0.725,1716670516,,False,1,b5f3812a,2024-05-25_22-55-16,0.03301739692687988,0.03301739692687988,41684,DESKTOP-8J3QSBJ,127.0.0.1,0.03301739692687988,1,0.23140187972364187,0.6969647901930041,0.0396457176723033,error,0.08930034371498055,5,3,binary:logistic,0.8134972897904355,b5f3812a
43,0.74,1716670517,,False,1,3b5b449f,2024-05-25_22-55-17,0.03652024269104004,0.03652024269104004,36264,DESKTOP-8J3QSBJ,127.0.0.1,0.03652024269104004,1,0.0320907069937129,0.9020698843080082,0.0351139266571748,error,0.014904494896735258,8,5,binary:logistic,0.5624015880640958,3b5b449f
44,0.705,1716670519,,False,1,cf7f1245,2024-05-25_22-55-19,0.0390172004699707,0.0390172004699707,8472,DESKTOP-8J3QSBJ,127.0.0.1,0.0390172004699707,1,1.5418027872138909,0.8732844574930947,0.015681483047564188,error,0.015307650115133088,7,4,binary:logistic,0.8929240645014946,cf7f1245
45,0.775,1716670589,,False,1,a8367aa9,2024-05-25_22-56-29,0.031025409698486328,0.031025409698486328,13992,DESKTOP-8J3QSBJ,127.0.0.1,0.031025409698486328,1,0.12655523294221102,0.5753054891381898,0.09545134357373984,error,0.3192422969493789,4,3,binary:logistic,0.5475914168853258,a8367aa9
46,0.7,1716670522,,False,1,3109108f,2024-05-25_22-55-22,0.04253244400024414,0.04253244400024414,40764,DESKTOP-8J3QSBJ,127.0.0.1,0.04253244400024414,1,0.008912230392774246,0.64698236580945,0.07677050433530062,error,0.07452070404258537,9,5,binary:logistic,0.6136943712592315,3109108f
47,0.74,1716670523,,False,1,cbc32f1c,2024-05-25_22-55-23,0.03557538986206055,0.03557538986206055,21312,DESKTOP-8J3QSBJ,127.0.0.1,0.03557538986206055,1,0.13052604804588122,0.5667836453848051,0.07374827972568333,error,2.560958942910192,5,1,binary:logistic,0.5209096492060045,cbc32f1c
48,0.74,1716670524,,False,1,285aa774,2024-05-25_22-55-24,0.04755854606628418,0.04755854606628418,48720,DESKTOP-8J3QSBJ,127.0.0.1,0.04755854606628418,1,0.052465330386991874,0.8370375015245994,0.017263071565147704,error,7.290777582300333,9,5,binary:logistic,0.9853731189602409,285aa774
49,0.73,1716670526,,False,1,8b9c0ca2,2024-05-25_22-55-26,0.03453850746154785,0.03453850746154785,13992,DESKTOP-8J3QSBJ,127.0.0.1,0.03453850746154785,1,0.0035820145131974274,0.7022920347259499,0.04537115758387037,error,7.64821676513074,6,5,binary:logistic,0.8481819237726186,8b9c0ca2
50,0.75,1716670591,,False,1,4563229f,2024-05-25_22-56-31,0.06917142868041992,0.06917142868041992,16284,DESKTOP-8J3QSBJ,127.0.0.1,0.06917142868041992,1,0.007760429427410633,0.6075056624757064,0.09948452214023418,error,1.579843880580976,10,3,binary:logistic,0.74998670289197,4563229f
51,0.74,1716670592,,False,1,6c0509ce,2024-05-25_22-56-32,0.05265045166015625,0.05265045166015625,28772,DESKTOP-8J3QSBJ,127.0.0.1,0.05265045166015625,1,0.014399853748130837,0.9143791599264125,0.09816636246666412,error,0.007275768634792633,9,2,binary:logistic,0.8655094131060312,6c0509ce
52,0.695,1716670530,,False,1,b52fc30d,2024-05-25_22-55-30,0.03853583335876465,0.03853583335876465,32772,DESKTOP-8J3QSBJ,127.0.0.1,0.03853583335876465,1,0.09252713263543498,0.650609084027019,0.03174618028095317,error,0.011284248711308396,8,4,binary:logistic,0.8747341322767219,b52fc30d
53,0.73,1716670531,,False,1,e07299ce,2024-05-25_22-55-31,0.041623830795288086,0.041623830795288086,45124,DESKTOP-8J3QSBJ,127.0.0.1,0.041623830795288086,1,0.0049037195019715155,0.6936907649812913,0.07206212816287161,error,0.7599537596704798,8,3,binary:logistic,0.9375188610760625,e07299ce
54,0.675,1716670533,,False,1,18d76664,2024-05-25_22-55-33,0.034024715423583984,0.034024715423583984,23660,DESKTOP-8J3QSBJ,127.0.0.1,0.034024715423583984,1,0.16943790020789684,0.8610346392087265,0.06817262388356878,error,8.348262913926925,3,3,binary:logistic,0.729475884671916,18d76664
55,0.7,1716670593,,False,1,c24af619,2024-05-25_22-56-33,0.043549299240112305,0.043549299240112305,14940,DESKTOP-8J3QSBJ,127.0.0.1,0.043549299240112305,1,0.008806587338153735,0.9547167999889485,0.09413976610699736,error,0.2273410403145009,8,3,binary:logistic,0.6423824513803642,c24af619
56,0.735,1716670536,,False,1,95d2a40b,2024-05-25_22-55-36,0.04400038719177246,0.04400038719177246,42688,DESKTOP-8J3QSBJ,127.0.0.1,0.04400038719177246,1,0.003888724517727682,0.6017147288194411,0.03776080467126338,error,0.00893615843145168,8,3,binary:logistic,0.9193544007148979,95d2a40b
57,0.685,1716670537,,False,1,92923e01,2024-05-25_22-55-37,0.03927421569824219,0.03927421569824219,42432,DESKTOP-8J3QSBJ,127.0.0.1,0.03927421569824219,1,0.010946012101414018,0.8120011213046714,0.06612506977642345,error,0.008706136085743457,7,2,binary:logistic,0.5125746927518487,92923e01
58,0.73,1716670538,,False,1,070bb993,2024-05-25_22-55-38,0.054633378982543945,0.054633378982543945,29272,DESKTOP-8J3QSBJ,127.0.0.1,0.054633378982543945,1,0.008522343613799353,0.8164375040876161,0.07717363751690554,error,0.0014270368188963921,10,2,binary:logistic,0.9003464177248306,070bb993
59,0.7,1716670595,,False,1,40b91a56,2024-05-25_22-56-35,0.03661775588989258,0.03661775588989258,1404,DESKTOP-8J3QSBJ,127.0.0.1,0.03661775588989258,1,0.02320392569550665,0.6294652891823791,0.021977701489707728,error,2.094259343445953,7,3,binary:logistic,0.7250847549830054,40b91a56
60,0.725,1716670596,,False,1,15e63735,2024-05-25_22-56-36,0.03936266899108887,0.03936266899108887,25500,DESKTOP-8J3QSBJ,127.0.0.1,0.03936266899108887,1,0.004894730412664292,0.8236345594873506,0.07934988240318654,error,0.43852508446743066,7,2,binary:logistic,0.6320821826922699,15e63735
61,0.72,1716670543,,False,1,a5b18991,2024-05-25_22-55-43,0.048589229583740234,0.048589229583740234,13188,DESKTOP-8J3QSBJ,127.0.0.1,0.048589229583740234,1,0.0118370740656258,0.618120913073325,0.014039061570397499,error,2.6826110816994175,8,2,binary:logistic,0.6332430441439386,a5b18991
62,0.7,1716670544,,False,1,37e62d66,2024-05-25_22-55-44,0.04555034637451172,0.04555034637451172,33272,DESKTOP-8J3QSBJ,127.0.0.1,0.04555034637451172,1,0.018110354868672716,0.8663807626264444,0.024519027258887587,error,6.472729047092088,10,3,binary:logistic,0.5992329811610775,37e62d66
63,0.74,1716670598,,False,1,9c5d90b1,2024-05-25_22-56-38,0.04022336006164551,0.04022336006164551,12252,DESKTOP-8J3QSBJ,127.0.0.1,0.04022336006164551,1,0.007043353421204448,0.9444987548683085,0.05468138387219788,error,2.1747419497958407,9,4,binary:logistic,0.5034522435489093,9c5d90b1
64,0.73,1716670547,,False,1,6147ddd1,2024-05-25_22-55-47,0.03406858444213867,0.03406858444213867,25424,DESKTOP-8J3QSBJ,127.0.0.1,0.03406858444213867,1,0.014388819937289906,0.8423221691679371,0.053031020168122216,error,0.0018628223653091073,5,1,binary:logistic,0.7579952388230304,6147ddd1
65,0.705,1716670599,,False,1,9e4a1bd4,2024-05-25_22-56-39,0.035326480865478516,0.035326480865478516,38416,DESKTOP-8J3QSBJ,127.0.0.1,0.035326480865478516,1,0.024990691023850927,0.5103348759756171,0.030064685528726865,error,3.333296545642448,7,3,binary:logistic,0.6398717794031084,9e4a1bd4
66,0.74,1716670600,,False,1,3f8a4d07,2024-05-25_22-56-40,0.040055274963378906,0.040055274963378906,31400,DESKTOP-8J3QSBJ,127.0.0.1,0.040055274963378906,1,0.010482877783565037,0.5821951439506939,0.02667040031177624,error,1.3954523586234973,8,3,binary:logistic,0.7265987392076728,3f8a4d07
67,0.71,1716670551,,False,1,2656af8c,2024-05-25_22-55-51,0.03203439712524414,0.03203439712524414,25432,DESKTOP-8J3QSBJ,127.0.0.1,0.03203439712524414,1,0.008593056467511082,0.9259056601801305,0.06355457022833279,error,1.4448390993368883,5,3,binary:logistic,0.6153348356276231,2656af8c
68,0.725,1716670602,,False,1,7367e77a,2024-05-25_22-56-42,0.04176449775695801,0.04176449775695801,42256,DESKTOP-8J3QSBJ,127.0.0.1,0.04176449775695801,1,0.0044857162170720815,0.7435612394893769,0.06869828194987723,error,0.09994714980966006,7,2,binary:logistic,0.7019748293792236,7367e77a
69,0.72,1716670603,,False,1,df942fcc,2024-05-25_22-56-43,0.03354907035827637,0.03354907035827637,47388,DESKTOP-8J3QSBJ,127.0.0.1,0.03354907035827637,1,0.09816817387850502,0.5540883282698805,0.07035172280519295,error,0.08288442938215705,6,4,binary:logistic,0.5644482305032974,df942fcc
70,0.72,1716670556,,False,1,8c9acde3,2024-05-25_22-55-56,0.04402279853820801,0.04402279853820801,11656,DESKTOP-8J3QSBJ,127.0.0.1,0.04402279853820801,1,0.01360796285940782,0.8248051100769018,0.023982276374557087,error,5.183206855804251,8,2,binary:logistic,0.7589849479955251,8c9acde3
71,0.775,1716670605,,False,1,fdf2131f,2024-05-25_22-56-45,0.06160473823547363,0.06160473823547363,17644,DESKTOP-8J3QSBJ,127.0.0.1,0.06160473823547363,1,0.08649725636871348,0.6942415232612307,0.021721143308963214,error,0.9543378335343219,8,3,binary:logistic,0.6938366425440176,fdf2131f
72,0.72,1716670559,,False,1,34a3d8b1,2024-05-25_22-55-59,0.04418683052062988,0.04418683052062988,34804,DESKTOP-8J3QSBJ,127.0.0.1,0.04418683052062988,1,0.004986165108221114,0.5613520866397239,0.04805534175494195,error,4.154219804237136,10,5,binary:logistic,0.891369469677447,34a3d8b1
73,0.74,1716670560,,False,1,c67fda31,2024-05-25_22-56-00,0.03861069679260254,0.03861069679260254,44704,DESKTOP-8J3QSBJ,127.0.0.1,0.03861069679260254,1,0.0558880300967906,0.9762247387115595,0.07094476745466058,error,0.030442973790797415,4,2,binary:logistic,0.8142173904342183,c67fda31
74,0.71,1716670561,,False,1,b17fdd1e,2024-05-25_22-56-01,0.041046857833862305,0.041046857833862305,20848,DESKTOP-8J3QSBJ,127.0.0.1,0.041046857833862305,1,0.02968894226157858,0.517710794496144,0.0132191865606074,error,1.4244723473257705,8,3,binary:logistic,0.9858236115768355,b17fdd1e
75,0.71,1716670563,,False,1,e4292233,2024-05-25_22-56-03,0.04173731803894043,0.04173731803894043,35548,DESKTOP-8J3QSBJ,127.0.0.1,0.04173731803894043,1,0.031583715733980965,0.7907548737079391,0.016866834639813127,error,0.3039306901220537,7,4,binary:logistic,0.5212131235632662,e4292233
76,0.68,1716670606,,False,1,1bd6e196,2024-05-25_22-56-46,0.03302454948425293,0.03302454948425293,22472,DESKTOP-8J3QSBJ,127.0.0.1,0.03302454948425293,1,0.03598284083145544,0.6455385940611518,0.015825150826380845,error,2.2454037554008663,6,3,binary:logistic,0.8702018073797895,1bd6e196
77,0.75,1716670607,,False,1,8e72fef8,2024-05-25_22-56-47,0.035470008850097656,0.035470008850097656,12772,DESKTOP-8J3QSBJ,127.0.0.1,0.035470008850097656,1,0.013604010604324273,0.9304582765478732,0.08853013386777998,error,0.09218079911027521,6,3,binary:logistic,0.5976483067114022,8e72fef8
78,0.705,1716670567,,False,1,f594ac3e,2024-05-25_22-56-07,0.03849935531616211,0.03849935531616211,8240,DESKTOP-8J3QSBJ,127.0.0.1,0.03849935531616211,1,0.051519505241299855,0.5661471836723507,0.08880834965338655,error,0.3269003276517566,5,3,binary:logistic,0.56715455067023,f594ac3e
79,0.72,1716670568,,False,1,819a58fd,2024-05-25_22-56-08,0.0411224365234375,0.0411224365234375,8608,DESKTOP-8J3QSBJ,127.0.0.1,0.0411224365234375,1,0.09806909843213286,0.6466020193227218,0.0967709341996657,error,0.1055691480578535,8,3,binary:logistic,0.5644348904722415,819a58fd
80,0.77,1716670570,,False,1,cc4e395d,2024-05-25_22-56-10,0.041548967361450195,0.041548967361450195,39868,DESKTOP-8J3QSBJ,127.0.0.1,0.041548967361450195,1,0.06462642105297849,0.9332519352132032,0.04065532209923129,error,2.252924657806468,9,5,binary:logistic,0.5097634446427362,cc4e395d
81,0.71,1716670571,,False,1,f488a10c,2024-05-25_22-56-11,0.04003548622131348,0.04003548622131348,47364,DESKTOP-8J3QSBJ,127.0.0.1,0.04003548622131348,1,0.02438989221940063,0.9819628790725015,0.036247752277290594,error,4.031146917076224,9,5,binary:logistic,0.5185130050650297,f488a10c
82,0.745,1716670573,,False,1,de009bd4,2024-05-25_22-56-13,0.042049407958984375,0.042049407958984375,50712,DESKTOP-8J3QSBJ,127.0.0.1,0.042049407958984375,1,0.06528241036719544,0.5546011184349439,0.03442560454181841,error,0.04845673652696509,8,3,binary:logistic,0.9782944549903123,de009bd4
83,0.725,1716670576,,False,1,bb6aa1a7,2024-05-25_22-56-16,0.03667593002319336,0.03667593002319336,11124,DESKTOP-8J3QSBJ,127.0.0.1,0.03667593002319336,1,0.7340698697238185,0.5384983218711754,0.08639111011457559,error,0.2485811808942463,5,5,binary:logistic,0.559747672758392,bb6aa1a7
84,0.745,1716670579,,False,1,db8e82b7,2024-05-25_22-56-19,0.04498648643493652,0.04498648643493652,18880,DESKTOP-8J3QSBJ,127.0.0.1,0.04498648643493652,1,0.6423809562691871,0.9204982857416987,0.06582482996679023,error,0.004099980445322236,9,5,binary:logistic,0.6789116802870429,db8e82b7
85,0.785,1716670582,,False,1,1e9e3c20,2024-05-25_22-56-22,0.04892539978027344,0.04892539978027344,33784,DESKTOP-8J3QSBJ,127.0.0.1,0.04892539978027344,1,0.053971053630166944,0.9499947414593624,0.012166066023205448,error,2.7148779582365146,9,4,binary:logistic,0.5302395681084775,1e9e3c20
86,0.68,1716670585,,False,1,701c5588,2024-05-25_22-56-25,0.04662728309631348,0.04662728309631348,25740,DESKTOP-8J3QSBJ,127.0.0.1,0.04662728309631348,1,0.11131174240004327,0.5216782827720605,0.06925443897933667,error,0.17003864038637917,7,4,binary:logistic,0.6619701206686349,701c5588
87,0.735,1716670586,,False,1,c0e1f7de,2024-05-25_22-56-26,0.0500485897064209,0.0500485897064209,25228,DESKTOP-8J3QSBJ,127.0.0.1,0.0500485897064209,1,0.19814236111510278,0.8458945537046999,0.022323253358149955,error,0.06103809184280608,5,5,binary:logistic,0.6969941831251896,c0e1f7de
