,top_20_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/alpha,config/colsample_bytree,config/eta,config/eval_metric,config/lambda,config/max_depth,config/min_child_weight,config/objective,config/subsample,logdir
177,0.71,1716670723,,False,1,6eb1b222,2024-05-25_22-58-43,0.04404425621032715,0.04404425621032715,23804,DESKTOP-8J3QSBJ,127.0.0.1,0.04404425621032715,1,0.004591135331268538,0.9082747486242029,0.08102904492151171,error,3.3745365514391525,10,3,binary:logistic,0.5023872677329692,6eb1b222
178,0.695,1716670724,,False,1,24322352,2024-05-25_22-58-44,0.035829782485961914,0.035829782485961914,13912,DESKTOP-8J3QSBJ,127.0.0.1,0.035829782485961914,1,0.08101185568082167,0.7972683212503919,0.09277612323458423,error,0.1725938411468182,3,3,binary:logistic,0.5914780245148612,24322352
179,0.755,1716670726,,False,1,b767d80c,2024-05-25_22-58-46,0.03551602363586426,0.03551602363586426,3852,DESKTOP-8J3QSBJ,127.0.0.1,0.03551602363586426,1,0.005930596810087404,0.9896513343918552,0.011147163008363319,error,2.4442076055707402,6,4,binary:logistic,0.615293519494684,b767d80c
180,0.685,1716670727,,False,1,a8056c37,2024-05-25_22-58-47,0.03137493133544922,0.03137493133544922,4232,DESKTOP-8J3QSBJ,127.0.0.1,0.03137493133544922,1,0.3096392266390915,0.6937735989640603,0.07169733629032,error,0.0038246328673085784,3,3,binary:logistic,0.5940912490045873,a8056c37
181,0.71,1716670728,,False,1,461c1cfc,2024-05-25_22-58-48,0.041570425033569336,0.041570425033569336,47388,DESKTOP-8J3QSBJ,127.0.0.1,0.041570425033569336,1,0.3122944390439002,0.9504911373762374,0.03701579359919556,error,0.7503446213440634,6,3,binary:logistic,0.9475307499819893,461c1cfc
182,0.75,1716670730,,False,1,df98e5df,2024-05-25_22-58-50,0.03151988983154297,0.03151988983154297,51096,DESKTOP-8J3QSBJ,127.0.0.1,0.03151988983154297,1,0.046614650913300505,0.561469488676599,0.043308509278492516,error,1.866829132022274,5,5,binary:logistic,0.8117353520173487,df98e5df
183,0.705,1716670731,,False,1,7dd774a1,2024-05-25_22-58-51,0.036969900131225586,0.036969900131225586,22012,DESKTOP-8J3QSBJ,127.0.0.1,0.036969900131225586,1,0.019670530704967434,0.6732556517751487,0.011322215618121523,error,0.5236374486534184,5,1,binary:logistic,0.8746492053136676,7dd774a1
184,0.685,1716670733,,False,1,adbb8c32,2024-05-25_22-58-53,0.038944244384765625,0.038944244384765625,17124,DESKTOP-8J3QSBJ,127.0.0.1,0.038944244384765625,1,0.010639069761541926,0.9943318050758122,0.030241866684864706,error,5.701802787881263,9,4,binary:logistic,0.5216648303012266,adbb8c32
185,0.695,1716670734,,False,1,729b4269,2024-05-25_22-58-54,0.03358626365661621,0.03358626365661621,31580,DESKTOP-8J3QSBJ,127.0.0.1,0.03358626365661621,1,0.03908679333518202,0.9673128606352206,0.030616364399009305,error,0.1471652671986143,4,5,binary:logistic,0.8724498358460184,729b4269
186,0.68,1716670736,,False,1,c5c3710f,2024-05-25_22-58-56,0.040531158447265625,0.040531158447265625,12668,DESKTOP-8J3QSBJ,127.0.0.1,0.040531158447265625,1,0.014444064030908327,0.9815238985082515,0.04039891775195525,error,0.5292375050861778,9,4,binary:logistic,0.5262951632446805,c5c3710f
187,0.7,1716670737,,False,1,67a72a97,2024-05-25_22-58-57,0.034742116928100586,0.034742116928100586,38672,DESKTOP-8J3QSBJ,127.0.0.1,0.034742116928100586,1,4.685134237016938,0.5285038538282082,0.013618096915033554,error,0.05794765424606152,4,3,binary:logistic,0.757803616369054,67a72a97
188,0.685,1716670738,,False,1,0cdbc2a2,2024-05-25_22-58-58,0.0465242862701416,0.0465242862701416,33856,DESKTOP-8J3QSBJ,127.0.0.1,0.0465242862701416,1,0.007336767102454111,0.917562767200076,0.037201020624762056,error,0.25632333378881583,10,4,binary:logistic,0.6645044015869781,0cdbc2a2
189,0.65,1716670740,,False,1,9af43dbe,2024-05-25_22-59-00,0.03176403045654297,0.03176403045654297,46996,DESKTOP-8J3QSBJ,127.0.0.1,0.03176403045654297,1,0.48122556680487294,0.5008871223246576,0.0628606746750559,error,0.12457952076772591,4,3,binary:logistic,0.5845454207182498,9af43dbe
190,0.695,1716670741,,False,1,9a22402d,2024-05-25_22-59-01,0.03655052185058594,0.03655052185058594,19012,DESKTOP-8J3QSBJ,127.0.0.1,0.03655052185058594,1,0.5288931891016566,0.9996865301822063,0.031279655655201286,error,0.17322645626349512,6,2,binary:logistic,0.8060878826809182,9a22402d
191,0.78,1716670743,,False,1,0b1be33b,2024-05-25_22-59-03,0.03601670265197754,0.03601670265197754,7524,DESKTOP-8J3QSBJ,127.0.0.1,0.03601670265197754,1,0.021043274894088537,0.9914767456716906,0.03269409617932082,error,6.55448944553303,7,5,binary:logistic,0.5648384101832387,0b1be33b
192,0.785,1716670744,,False,1,347e9290,2024-05-25_22-59-04,0.03878283500671387,0.03878283500671387,42432,DESKTOP-8J3QSBJ,127.0.0.1,0.03878283500671387,1,0.028588636568381145,0.9454072136143931,0.07027417507564492,error,0.057742782830035595,8,4,binary:logistic,0.5205087870773152,347e9290
193,0.705,1716670746,,False,1,d7f0cd59,2024-05-25_22-59-06,0.05009031295776367,0.05009031295776367,11512,DESKTOP-8J3QSBJ,127.0.0.1,0.05009031295776367,1,0.10504289585902506,0.9961352691791237,0.023967425139055178,error,0.004678273037714214,8,1,binary:logistic,0.8231448842915177,d7f0cd59
194,0.665,1716670747,,False,1,29f7166b,2024-05-25_22-59-07,0.029514074325561523,0.029514074325561523,11960,DESKTOP-8J3QSBJ,127.0.0.1,0.029514074325561523,1,0.002152585651648178,0.9585513951516662,0.02302658379749823,error,0.021399544913091945,3,5,binary:logistic,0.852827637786162,29f7166b
195,0.745,1716670748,,False,1,6ef2e072,2024-05-25_22-59-08,0.04203057289123535,0.04203057289123535,43088,DESKTOP-8J3QSBJ,127.0.0.1,0.04203057289123535,1,0.18952731125854644,0.6783273063003905,0.06666270510089305,error,0.0018205764578543367,3,3,binary:logistic,0.5112147401808027,6ef2e072
196,0.795,1716670750,,False,1,5ac93720,2024-05-25_22-59-10,0.041033267974853516,0.041033267974853516,21328,DESKTOP-8J3QSBJ,127.0.0.1,0.041033267974853516,1,0.0055333707948436155,0.7759907665608139,0.05602575573653853,error,0.6663424460751367,10,5,binary:logistic,0.5712078474106892,5ac93720
197,0.725,1716670751,,False,1,0ca47cb8,2024-05-25_22-59-11,0.04505777359008789,0.04505777359008789,20976,DESKTOP-8J3QSBJ,127.0.0.1,0.04505777359008789,1,0.179209858744038,0.5571737194282589,0.017022506889575763,error,0.1230946399832812,10,2,binary:logistic,0.6596153384094343,0ca47cb8
198,0.76,1716670753,,False,1,95cc0b5d,2024-05-25_22-59-13,0.04424691200256348,0.04424691200256348,25860,DESKTOP-8J3QSBJ,127.0.0.1,0.04424691200256348,1,0.007456689086779535,0.9398980605146053,0.0352170452156727,error,0.05675933753640281,10,4,binary:logistic,0.5019171775762397,95cc0b5d
199,0.695,1716670754,,False,1,209de454,2024-05-25_22-59-14,0.034622907638549805,0.034622907638549805,28236,DESKTOP-8J3QSBJ,127.0.0.1,0.034622907638549805,1,0.31268533194816234,0.6429454954854169,0.07167887263358996,error,0.0013576543606325772,4,4,binary:logistic,0.5050690341599514,209de454
