model,scoring_function,features,score,n_features
SVC(C=0.8),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",2621.882951653944,33
SVC(C=0.8),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",4600.0,33
SVC(C=0.8),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.5699745547073791,33
SVC(C=0.8),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.556,33
RandomForestClassifier(),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",6879.7058823529405,33
RandomForestClassifier(),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",10350.0,33
RandomForestClassifier(),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.6647058823529411,33
RandomForestClassifier(),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.669,33
SVC(C=0.8),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",2735.591133004926,33
SVC(C=0.8),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",4850.0,33
SVC(C=0.8),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.5640394088669951,33
SVC(C=0.8),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.553,33
RandomForestClassifier(),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",6440.909090909091,33
RandomForestClassifier(),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",9750.0,33
RandomForestClassifier(),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.6606060606060606,33
RandomForestClassifier(),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.66,33
SVC(C=0.8),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",2548.469387755102,33
SVC(C=0.8),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",4500.0,33
SVC(C=0.8),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.5663265306122449,33
SVC(C=0.8),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.553,33
RandomForestClassifier(),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",7361.216730038022,33
RandomForestClassifier(),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",11000.0,33
RandomForestClassifier(),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.6692015209125475,33
RandomForestClassifier(),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.679,33
SVC(C=0.8),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",2502.4173027989823,33
SVC(C=0.8),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",4450.0,33
SVC(C=0.8),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.5623409669211196,33
SVC(C=0.8),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.55,33
RandomForestClassifier(),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",6945.585412667946,33
RandomForestClassifier(),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",10550.0,33
RandomForestClassifier(),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.6583493282149712,33
RandomForestClassifier(),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.666,33
SVC(C=0.8),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",2588.3928571428573,33
SVC(C=0.8),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",4550.0,33
SVC(C=0.8),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.5688775510204082,33
SVC(C=0.8),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.555,33
RandomForestClassifier(),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",6972.429906542056,33
RandomForestClassifier(),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",10750.0,33
RandomForestClassifier(),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.6485981308411215,33
RandomForestClassifier(),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.66,33
SVC(C=0.8),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",2669.4300518134714,33
SVC(C=0.8),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",4600.0,33
SVC(C=0.8),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.5803108808290155,33
SVC(C=0.8),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.563,33
RandomForestClassifier(),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",7039.382239382239,33
RandomForestClassifier(),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",10600.0,33
RandomForestClassifier(),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.6640926640926641,33
RandomForestClassifier(),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.671,33
SVC(C=0.8),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",2458.625,33
SVC(C=0.8),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",4450.0,33
SVC(C=0.8),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.5525,33
SVC(C=0.8),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.543,33
RandomForestClassifier(),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102",6932.4324324324325,33
RandomForestClassifier(),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102",10500.0,33
RandomForestClassifier(),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102",0.6602316602316602,33
RandomForestClassifier(),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102",0.667,33
SVC(C=0.8),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102",2411.772151898734,33
SVC(C=0.8),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102",4350.0,33
SVC(C=0.8),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102",0.5544303797468354,33
SVC(C=0.8),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102",0.544,33
RandomForestClassifier(),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",6126.272912423626,33
RandomForestClassifier(),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",9400.0,33
RandomForestClassifier(),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.6517311608961304,33
RandomForestClassifier(),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.65,33
SVC(C=0.8),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",2755.501222493888,33
SVC(C=0.8),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",4900.0,33
SVC(C=0.8),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.5623471882640587,33
SVC(C=0.8),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x352,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.552,33
RandomForestClassifier(),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",6429.861111111111,33
RandomForestClassifier(),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",9850.0,33
RandomForestClassifier(),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.6527777777777778,33
RandomForestClassifier(),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.655,33
SVC(C=0.8),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",2769.7007481296755,33
SVC(C=0.8),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",4850.0,33
SVC(C=0.8),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.571072319201995,33
SVC(C=0.8),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x413,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.558,33
RandomForestClassifier(),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",6773.0392156862745,33
RandomForestClassifier(),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",10250.0,33
RandomForestClassifier(),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.6607843137254902,33
RandomForestClassifier(),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.665,33
SVC(C=0.8),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",2517.741935483871,33
SVC(C=0.8),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",4550.0,33
SVC(C=0.8),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.5533498759305211,33
SVC(C=0.8),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x156,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.544,33
RandomForestClassifier(),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",6852.7131782945735,33
RandomForestClassifier(),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",10400.0,33
RandomForestClassifier(),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.6589147286821705,33
RandomForestClassifier(),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.665,33
SVC(C=0.8),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",2479.89417989418,33
SVC(C=0.8),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",4300.0,33
SVC(C=0.8),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.5767195767195767,33
SVC(C=0.8),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x106,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.559,33
RandomForestClassifier(),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",6208.383233532934,33
RandomForestClassifier(),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",9600.0,33
RandomForestClassifier(),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.6467065868263473,33
RandomForestClassifier(),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.648,33
SVC(C=0.8),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",2595.465994962217,33
SVC(C=0.8),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",4600.0,33
SVC(C=0.8),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.5642317380352645,33
SVC(C=0.8),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x74,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.552,33
RandomForestClassifier(),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",7243.203883495145,33
RandomForestClassifier(),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",10750.0,33
RandomForestClassifier(),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.6737864077669903,33
RandomForestClassifier(),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.68,33
SVC(C=0.8),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",2456.8527918781724,33
SVC(C=0.8),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",4400.0,33
SVC(C=0.8),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.5583756345177665,33
SVC(C=0.8),accuracy_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x149,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.547,33
RandomForestClassifier(),precision_calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x10,x323,x105,x35,x176,x499,x459,x102,x65",6999.3230174081245,33
RandomForestClassifier(),calculate_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x10,x323,x105,x35,x176,x499,x459,x102,x65",10550.0,33
RandomForestClassifier(),precision_score,"x336,x253,x9,x229,x101,x1,x140,x324,x404,x99,x286,x7,x104,x132,x5,x463,x81,x423,x103,x352,x413,x156,x106,x74,x10,x323,x105,x35,x176,x499,x459,x102,x65",0.6634429400386848,33
