Iteration,IWLS,SGD,Adam
328,,,-370.68393840040625
329,,,-370.1693707403786
330,,,-369.6567641771216
331,,,-369.1461079745349
332,,,-368.6373914660007
333,,,-368.13060405392383
334,,,-367.62573520928515
335,,,-367.12277447118976
336,,,-366.62171144641724
337,,,-366.1225358089791
338,,,-365.6252372996749
339,,,-365.129805725649
340,,,-364.63623095994996
341,,,-364.14450294110037
342,,,-363.65461167265437
343,,,-363.16654722276985
344,,,-362.6802997237759
345,,,-362.1958593717451
346,,,-361.71321642606887
347,,,-361.2323612090322
348,,,-360.7532841053944
349,,,-360.2759755619645
350,,,-359.8004260871919
351,,,-359.3266262507486
352,,,-358.8545666831124
353,,,-358.3842380751647
354,,,-357.9156311777775
355,,,-357.4487368014083
356,,,-356.98354581569953
357,,,-356.5200491490736
358,,,-356.05823778833843
359,,,-355.598102778288
360,,,-355.1396352213095
361,,,-354.68282627699074
362,,,-354.22766716173425
363,,,-353.7741491483616
364,,,-353.3222635657394
365,,,-352.8720017983864
366,,,-352.42335528610266
367,,,-351.9763155235828
368,,,-351.530874060046
369,,,-351.0870224988579
370,,,-350.6447524971664
371,,,-350.2040557655233
372,,,-349.7649240675271
373,,,-349.32734921944916
374,,,-348.89132308987996
375,,,-348.4568375993617
376,,,-348.0238847200399
377,,,-347.5924564752967
