reg_param,features,test_score,random_state,feature_selection_method,precision,f1,recall,accuracy
0.093970979933787,x105_x102_x103_x106_x101,6600.0,0,TreeMIF,0.6963470319634704,0.6510138740661686,0.6112224448897795,0.673
0.093970979933787,x105_x102_x103_x106_x101,6300.0,1,TreeMIF,0.6945701357466063,0.6524973432518597,0.6152304609218436,0.673
0.093970979933787,x105_x102_x103_x106_x101,6350.0,2,TreeMIF,0.6973094170403588,0.6582010582010582,0.6232464929859719,0.677
0.093970979933787,x105_x102_x103_x106_x101,6800.0,3,TreeMIF,0.7022727272727273,0.65814696485623,0.6192384769539078,0.679
0.093970979933787,x105_x102_x103_x106_x101,6750.0,4,TreeMIF,0.7115839243498818,0.6529284164859002,0.6032064128256514,0.68
0.2398793069190167,x102_x103_x106_x101_x104,6600.0,0,TreeMIF,0.7172413793103448,0.6680942184154176,0.625250501002004,0.69
0.2398793069190167,x102_x103_x106_x101_x104,6500.0,1,TreeMIF,0.6903073286052009,0.6334056399132321,0.5851703406813628,0.662
0.2398793069190167,x102_x103_x106_x101_x104,6700.0,2,TreeMIF,0.700228832951945,0.6538461538461539,0.6132264529058116,0.676
0.2398793069190167,x102_x103_x106_x101_x104,6900.0,3,TreeMIF,0.7196467991169978,0.6848739495798319,0.6533066132264529,0.7
0.2398793069190167,x102_x103_x106_x101_x104,7150.0,4,TreeMIF,0.7308584686774942,0.6774193548387096,0.6312625250501002,0.7
0.3938363486243528,x102_x106_x101_x104,6700.0,0,TreeMIF,0.6689814814814815,0.6208378088077336,0.5791583166332666,0.647
0.3938363486243528,x102_x106_x101_x104,6250.0,1,TreeMIF,0.6690821256038647,0.6067907995618839,0.5551102204408818,0.641
0.3938363486243528,x102_x106_x101_x104,6400.0,2,TreeMIF,0.7009569377990431,0.6390403489640131,0.5871743486973948,0.669
0.3938363486243528,x102_x106_x101_x104,6450.0,3,TreeMIF,0.6976744186046512,0.6458557588805167,0.6012024048096193,0.671
0.3938363486243528,x102_x106_x101_x104,7100.0,4,TreeMIF,0.7061611374407583,0.6471226927252985,0.5971943887775552,0.675
0.4498899327563638,x102_x103_x106_x101,6500.0,0,TreeMIF,0.6813725490196079,0.6130099228224918,0.5571142284569138,0.649
0.4498899327563638,x102_x103_x106_x101,6550.0,1,TreeMIF,0.6830985915492958,0.6291891891891892,0.5831663326653307,0.657
0.4498899327563638,x102_x103_x106_x101,6650.0,2,TreeMIF,0.6698113207547169,0.6153846153846154,0.5691382765531062,0.645
0.4498899327563638,x102_x103_x106_x101,6650.0,3,TreeMIF,0.6908665105386417,0.6371490280777538,0.591182364729459,0.664
0.4498899327563638,x102_x103_x106_x101,6950.0,4,TreeMIF,0.6921182266009852,0.6209944751381216,0.56312625250501,0.657
0.09036015948092702,x102_x106_x104,6550.0,0,TreeMIF,0.6469135802469136,0.5796460176991151,0.5250501002004008,0.62
0.09036015948092702,x102_x106_x104,6700.0,1,TreeMIF,0.6518518518518519,0.584070796460177,0.5290581162324649,0.624
0.09036015948092702,x102_x106_x104,6550.0,2,TreeMIF,0.6551724137931034,0.5878453038674033,0.533066132264529,0.627
0.09036015948092702,x102_x106_x104,6700.0,3,TreeMIF,0.6928746928746928,0.6225165562913907,0.5651302605210421,0.658
0.09036015948092702,x102_x106_x104,7100.0,4,TreeMIF,0.6806930693069307,0.6090808416389811,0.5511022044088176,0.647
0.2956635301311915,x102_x103_x101_x104,6850.0,0,TreeMIF,0.680365296803653,0.6360725720384205,0.5971943887775552,0.659
0.2956635301311915,x102_x103_x101_x104,6450.0,1,TreeMIF,0.6753554502369669,0.6188925081433225,0.5711422845691383,0.649
0.2956635301311915,x102_x103_x101_x104,6700.0,2,TreeMIF,0.674364896073903,0.6266094420600858,0.5851703406813628,0.652
0.2956635301311915,x102_x103_x101_x104,6750.0,3,TreeMIF,0.6887417218543046,0.6554621848739496,0.625250501002004,0.672
0.2956635301311915,x102_x103_x101_x104,7000.0,4,TreeMIF,0.69377990430622,0.6324972737186477,0.5811623246492986,0.663
0.09877048221245455,x105_x9_x103_x101_x104,6800.0,0,TreeMIF,0.6703786191536748,0.6350210970464135,0.6032064128256514,0.654
0.09877048221245455,x105_x9_x103_x101_x104,6150.0,1,TreeMIF,0.697841726618705,0.6353711790393013,0.5831663326653307,0.666
0.09877048221245455,x105_x9_x103_x101_x104,6700.0,2,TreeMIF,0.6984126984126984,0.6553191489361702,0.6172344689378757,0.676
0.09877048221245455,x105_x9_x103_x101_x104,7000.0,3,TreeMIF,0.6940133037694013,0.6589473684210526,0.627254509018036,0.676
0.09877048221245455,x105_x9_x103_x101_x104,6800.0,4,TreeMIF,0.7135802469135802,0.6393805309734514,0.5791583166332666,0.674
0.9556957180997224,x423,4950.0,0,Genetic,0.5564102564102564,0.4881889763779528,0.4348697394789579,0.545
0.9556957180997224,x423,4850.0,1,Genetic,0.5095238095238095,0.4657236126224157,0.4288577154308617,0.509
0.9556957180997224,x423,4700.0,2,Genetic,0.5093457943925234,0.4703344120819849,0.43687374749499,0.509
0.9556957180997224,x423,5000.0,3,Genetic,0.5287356321839081,0.27340267459138184,0.1843687374749499,0.511
0.9556957180997224,x423,4800.0,4,Genetic,0.5047846889952153,0.460196292257361,0.4228456913827655,0.505
0.6433387064497442,x459,5050.0,0,Genetic,0.5401174168297456,0.5465346534653466,0.5531062124248497,0.542
0.6433387064497442,x459,5350.0,1,Genetic,0.5301418439716312,0.5625587958607714,0.5991983967935872,0.535
0.6433387064497442,x459,5150.0,2,Genetic,0.54,0.5405405405405406,0.5410821643286573,0.541
0.6433387064497442,x459,4350.0,3,Genetic,0.5018181818181818,0.5262154432793136,0.5531062124248497,0.503
0.6433387064497442,x459,5100.0,4,Genetic,0.513671875,0.5202769535113749,0.5270541082164328,0.515
0.582192353389764,x329_x352_x413,4950.0,0,Genetic,0.5268817204301075,0.508298755186722,0.4909819639278557,0.526
0.582192353389764,x329_x352_x413,5250.0,1,Genetic,0.519916142557652,0.5081967213114754,0.4969939879759519,0.52
0.582192353389764,x329_x352_x413,4600.0,2,Genetic,0.5187793427230047,0.47783783783783784,0.44288577154308617,0.517
0.582192353389764,x329_x352_x413,4950.0,3,Genetic,0.5324675324675324,0.5119667013527576,0.49298597194388777,0.531
0.582192353389764,x329_x352_x413,4900.0,4,Genetic,0.5307017543859649,0.506806282722513,0.4849699398797595,0.529
0.025951850146304745,x106_x140_x153_x156_x176_x22_x221_x253_x324_x329_x336_x352_x36_x404_x413_x459_x499_x58_x65_x81,1750.0,0,LassoSVC,0.5645514223194749,0.5397489539748954,0.5170340681362725,0.56
0.025951850146304745,x106_x140_x153_x156_x176_x22_x221_x253_x324_x329_x336_x352_x36_x404_x413_x459_x499_x58_x65_x81,2150.0,1,LassoSVC,0.5494949494949495,0.5472837022132797,0.5450901803607214,0.55
0.025951850146304745,x106_x140_x153_x156_x176_x22_x221_x253_x324_x329_x336_x352_x36_x404_x413_x459_x499_x58_x65_x81,2700.0,2,LassoSVC,0.5300668151447662,0.5021097046413502,0.47695390781563124,0.528
0.025951850146304745,x106_x140_x153_x156_x176_x22_x221_x253_x324_x329_x336_x352_x36_x404_x413_x459_x499_x58_x65_x81,1800.0,3,LassoSVC,0.5592105263157895,0.5340314136125655,0.5110220440881763,0.555
0.025951850146304745,x106_x140_x153_x156_x176_x22_x221_x253_x324_x329_x336_x352_x36_x404_x413_x459_x499_x58_x65_x81,2600.0,4,LassoSVC,0.5756929637526652,0.5578512396694215,0.5410821643286573,0.572
0.1892938394562904,x1_x101_x102_x103_x104_x105_x106_x132_x140_x149_x153_x156_x176_x191_x22_x221_x229_x253_x286_x304_x322_x323_x324_x329_x336_x35_x352_x36_x40_x404_x413_x423_x459_x463_x499_x5_x58_x65_x74_x8_x81_x99,-900.0,0,LassoLR,0.6527196652719666,0.638689866939611,0.625250501002004,0.647
0.1892938394562904,x1_x101_x102_x103_x104_x105_x106_x132_x140_x149_x153_x156_x176_x191_x22_x221_x229_x253_x286_x304_x322_x323_x324_x329_x336_x35_x352_x36_x40_x404_x413_x423_x459_x463_x499_x5_x58_x65_x74_x8_x81_x99,-1200.0,1,LassoLR,0.6070726915520629,0.6130952380952381,0.6192384769539078,0.61
0.1892938394562904,x1_x101_x102_x103_x104_x105_x106_x132_x140_x149_x153_x156_x176_x191_x22_x221_x229_x253_x286_x304_x322_x323_x324_x329_x336_x35_x352_x36_x40_x404_x413_x423_x459_x463_x499_x5_x58_x65_x74_x8_x81_x99,-1400.0,2,LassoLR,0.6147704590818364,0.616,0.6172344689378757,0.616
0.1892938394562904,x1_x101_x102_x103_x104_x105_x106_x132_x140_x149_x153_x156_x176_x191_x22_x221_x229_x253_x286_x304_x322_x323_x324_x329_x336_x35_x352_x36_x40_x404_x413_x423_x459_x463_x499_x5_x58_x65_x74_x8_x81_x99,-1400.0,3,LassoLR,0.6111111111111112,0.6030456852791878,0.5951903807615231,0.609
0.1892938394562904,x1_x101_x102_x103_x104_x105_x106_x132_x140_x149_x153_x156_x176_x191_x22_x221_x229_x253_x286_x304_x322_x323_x324_x329_x336_x35_x352_x36_x40_x404_x413_x423_x459_x463_x499_x5_x58_x65_x74_x8_x81_x99,-900.0,4,LassoLR,0.6570247933884298,0.646998982706002,0.6372745490981964,0.653
0.042771640569495006,x101_x102_x103_x104_x105_x106_x9,6300.0,0,Boruta,0.7203579418344519,0.6807610993657506,0.6452905811623246,0.698
0.042771640569495006,x101_x102_x103_x104_x105_x106_x9,5900.0,1,Boruta,0.7142857142857143,0.6702127659574468,0.6312625250501002,0.69
0.042771640569495006,x101_x102_x103_x104_x105_x106_x9,6300.0,2,Boruta,0.7272727272727273,0.6815761448349308,0.6412825651302605,0.701
0.042771640569495006,x101_x102_x103_x104_x105_x106_x9,6600.0,3,Boruta,0.7494305239179955,0.7014925373134329,0.6593186372745491,0.72
0.042771640569495006,x101_x102_x103_x104_x105_x106_x9,6400.0,4,Boruta,0.7609195402298851,0.708779443254818,0.6633266533066132,0.728
0.1762929289185261,x106_x176_x413_x459,5700.0,0,Filters,0.5983606557377049,0.5063583815028901,0.43887775551102204,0.573
0.1762929289185261,x106_x176_x413_x459,5650.0,1,Filters,0.5906432748538012,0.4803804994054697,0.40480961923847697,0.563
0.1762929289185261,x106_x176_x413_x459,5200.0,2,Filters,0.5846994535519126,0.49479768786127165,0.4288577154308617,0.563
0.1762929289185261,x106_x176_x413_x459,5650.0,3,Filters,0.5691489361702128,0.48914285714285716,0.4288577154308617,0.553
0.1762929289185261,x106_x176_x413_x459,6150.0,4,Filters,0.6225895316804407,0.5243619489559165,0.4529058116232465,0.59
