Dataset,Method,Split,Accuracy,Iterations,History
statlog_image_segmentation,LDA,0.45,0.8160772330322503,,
statlog_image_segmentation,QDA,0.45,0.7954845039620126,,
statlog_image_segmentation,DecisionTree,0.45,0.9653717101813988,,
statlog_image_segmentation,RandomForest,0.45,0.9774936712652975,,
statlog_image_segmentation,IWLS,0.5,0.8070067216880796,6.0,"[0.6931471805599453, 0.43283082715127486, 0.40384648137092455, 0.40100949739730574, 0.4009472533216051, 0.40094699881902496]"
statlog_image_segmentation,SGD,0.5,0.8138879435037862,21.0,"[0.6931471805599453, 0.4295556868606482, 0.4109814173058927, 0.4056818357398449, 0.4036334146057609, 0.40272047777236997, 0.4022780116092339, 0.40205093676238574, 0.4019291684075863, 0.40186141203809045, 0.4018224371570047, 0.401799310531651, 0.4017851750227293, 0.4017762867482033, 0.401770545920666, 0.4017667442767382, 0.40176416887905525, 0.40176238845075674, 0.4017611355749765, 0.4017602403668767, 0.40175959234689523]"
statlog_image_segmentation,Adam,0.5,0.8079851952692929,382.0,"[0.6931471805599453, 0.6840920695285421, 0.6753323023275974, 0.6668462629887707, 0.6586295833102337, 0.6506875114423374, 0.6430215419060237, 0.6356276265696535, 0.6284971926312212, 0.6216206377277627, 0.6149899824768504, 0.6085985287244053, 0.6024396068949288, 0.5965058751519393, 0.5907895128627667, 0.5852831649934108, 0.5799807112930724, 0.5748771308365125, 0.5699677665051816, 0.5652476016258094, 0.5607109150538204, 0.5563514271772695, 0.5521627288120242, 0.5481385669249517, 0.5442727700866434, 0.5405589724423409, 0.536990425286939, 0.5335600727215861, 0.5302608535055732, 0.5270860149898011, 0.524029243840645, 0.5210846009068396, 0.5182463930493774, 0.5155091224937303, 0.5128675595740695, 0.5103168654064056, 0.5078526440080604, 0.5054708716756522, 0.5031677595558867, 0.5009396502800979, 0.49878300622999217, 0.4966944639556816, 0.49467088005056714, 0.4927093177229111, 0.4908069875798771, 0.4889611964082304, 0.4871693444668245, 0.4854289649087116, 0.48373776271167024, 0.4820936163887543, 0.48049454375598366, 0.4789386638776104, 0.477424184208232, 0.4759494131568652, 0.4745127740131058, 0.4731127983661456, 0.4717480998092412, 0.4704173474205147, 0.469119256531946, 0.46785259656087025, 0.46661620084578614, 0.46540896505299223, 0.4642298348553599, 0.4630777946533616, 0.46195186681390676, 0.460851119506934, 0.45977467323621674, 0.4587216989377962, 0.45769140971450967, 0.45668305389636277, 0.455695914259761, 0.4547293110907833, 0.4537826031389854, 0.45285518352178605, 0.45194647324769105, 0.45105591711848775, 0.450182983740921, 0.4493271671016333, 0.4484879861933193, 0.4476649819720497, 0.446857713979158, 0.4460657590677195, 0.44528871218941585, 0.44452618712345054, 0.44377781547959605, 0.4430432444170678, 0.4423221348033003, 0.4416141607724588, 0.44091900998497996, 0.4402363832606154, 0.43956599317043116, 0.4389075623984729, 0.43826082284958334, 0.4376255155762194, 0.43700139077327954, 0.43638820722452354, 0.43578573136809073, 0.435193736610052, 0.4346120031946722, 0.43404031831861256, 0.4334784759922403, 0.43292627653891846, 0.43238352605910224, 0.43185003617844514, 0.4313256240328386, 0.43081011219180976, 0.43030332835105073, 0.42980510492596413, 0.4293152787803551, 0.4288336911439166, 0.4283601875615877, 0.4278946177228183, 0.4274368351970492, 0.42698669721871685, 0.4265440645957143, 0.426108801670759, 0.42568077622553463, 0.4252598593110207, 0.42484592508240665, 0.4244388507021088, 0.4240385162860724, 0.4236448048237013, 0.42325760204664, 0.42287679628857777, 0.42250227838457705, 0.42213394160706935, 0.42177168159751094, 0.42141539627076574, 0.4210649857119281, 0.420720352096693, 0.4203813996378005, 0.42004803453269096, 0.4197201648942549, 0.41939770067356447, 0.4190805535946462, 0.41876863710596435, 0.418461866334795, 0.41816015803228684, 0.41786343051328245, 0.41757160360333073, 0.41728459859679684, 0.4170023382179988, 0.41672474657734443, 0.41645174912443333, 0.41618327260593446, 0.41591924503119043, 0.4156595956408269, 0.4154042548731749, 0.4151531543293235, 0.41490622674134114, 0.4146634059453186, 0.4144246268561766, 0.41418982544097727, 0.4139589386913261, 0.4137319045978309, 0.41350866212777493, 0.4132891512042169, 0.4130733126846064, 0.41286108833933255, 0.412652420831949, 0.4124472537015795, 0.41224553134623376, 0.4120471990058484, 0.41185220274539475, 0.4116604894391615, 0.4114720067564721, 0.4112867031480337, 0.4111045278322515, 0.4109254307817776, 0.41074936271092405, 0.41057627506397554, 0.41040612000384386, 0.4102388504007041, 0.4100744198208654, 0.40991278251628044, 0.4097538934146803, 0.4095977081099853, 0.40944418285281026, 0.4092932745412348, 0.40914494071202684, 0.4089991395322302, 0.4088558297908708, 0.4087149708907069, 0.4085765228401607, 0.40844044624554426, 0.40830670230350924, 0.4081752527935815, 0.40804606007076377, 0.4079190870582911, 0.407794297240576, 0.40767165465626537, 0.4075511238913303, 0.4074326700721966, 0.4073162588589837, 0.4072018564388619, 0.4070894295194794, 0.4069789453224189, 0.40687037157670203, 0.4067636765123699, 0.4066588288541311, 0.40655579781503853, 0.4064545530901813, 0.406355064850415, 0.4062573037361491, 0.40616124085118577, 0.40606684775658897, 0.405974096464583, 0.4058829594324956, 0.40579340955674853, 0.40570542016688504, 0.40561896501962447, 0.4055340182929469, 0.40545055458022206, 0.4053685488843848, 0.4052879766121491, 0.4052088135682597, 0.4051310359497857, 0.40505462034046147, 0.40497954370507233, 0.4049057833838815, 0.4048333170870987, 0.404762122889396, 0.4046921792244763, 0.40462346487969036, 0.40455595899070423, 0.40448964103621654, 0.40442449083273047, 0.404360488529379, 0.4042976146028028, 0.40423584985208116, 0.40417517539371783, 0.4041155726566845, 0.40405702337752214, 0.40399950959549924, 0.40394301364782903, 0.40388751816494517, 0.403833006065837, 0.40377946055344477, 0.40372686511011235, 0.40367520349310093, 0.40362445973016225, 0.40357461811517276, 0.4035256632038286, 0.4034775798093999, 0.4034303529985461, 0.40338396808719074, 0.40333841063645653, 0.4032936664486595, 0.40324972156336136, 0.40320656225348245, 0.4031641750214718, 0.403122546595537, 0.403081663925931, 0.40304151418129597, 0.4030020847450652, 0.40296336321192, 0.4029253373843026, 0.4028879952689843, 0.40285132507368787, 0.4028153152037644, 0.40277995425892305, 0.402745231030014, 0.4027111344958631, 0.40267765382015824, 0.40264477834838647, 0.4026124976048203, 0.402580801289555, 0.4025496792755922, 0.40251912160597386, 0.4024891184909623, 0.402459660305267, 0.4024307375853173, 0.40240234102658085, 0.40237446148092576, 0.40234708995402696, 0.40232021760281544, 0.4022938357329706, 0.40226793579645326, 0.4022425093890808, 0.40221754824814193, 0.4021930442500522, 0.4021689894080474, 0.4021453758699167, 0.4021221959157724, 0.4020994419558576, 0.4020771065283905, 0.402055182297444, 0.40203366205086166, 0.4020125386982073, 0.40199180526874967, 0.4019714549094805, 0.4019514808831652, 0.4019318765664264, 0.4019126354478595, 0.4018937511261789, 0.4018752173083962, 0.40185702780802746, 0.4018391765433313, 0.40182165753557597, 0.4018044649073348, 0.4017875928808103, 0.4017710357761864, 0.40175478801000714, 0.4017388440935833, 0.4017231986314247, 0.4017078463196987, 0.4016927819447141, 0.40167800038143053, 0.4016634965919923, 0.40164926562428593, 0.4016353026105225, 0.4016216027658429, 0.40160816138694605, 0.4015949738507396, 0.4015820356130137, 0.40156934220713597, 0.4015568892427675, 0.4015446724046018, 0.40153268745112225, 0.4015209302133816, 0.40150939659380125, 0.4014980825649894, 0.4014869841685801, 0.4014760975140903, 0.4014654187777957, 0.40145494420162586, 0.40144467009207657, 0.4014345928191405, 0.40142470881525555, 0.40141501457426987, 0.40140550665042446, 0.401396181657352, 0.4013870362670926, 0.4013780672091247, 0.40136927126941313, 0.4013606452894715, 0.401352186165441, 0.4013438908471834, 0.40133575633738927, 0.4013277796907009, 0.4013199580128492, 0.40131228845980504, 0.4013047682369442, 0.40129739459822594, 0.4012901648453853, 0.401283076327138, 0.40127612643839883, 0.4012693126195127, 0.40126263235549775, 0.40125608317530165, 0.401249662651069, 0.4012433683974215, 0.4012371980707494, 0.4012311493685147, 0.40122522002856525, 0.4012194078284609, 0.40121371058480954, 0.40120812615261464, 0.40120265242463327, 0.40119728733074445, 0.40119202883732785, 0.40118687494665245, 0.40118182369627525, 0.4011768731584498, 0.40117202143954434, 0.4011672666794691, 0.40116260705111323, 0.401158040759791, 0.4011535660426963, 0.4011491811683668, 0.4011448844361563, 0.40114067417571614, 0.4011365487464841, 0.40113250653718274, 0.4011285459653252, 0.401124665476729, 0.40112086354503795, 0.40111713867125204, 0.4011134893832644, 0.4011099142354062, 0.4011064118079986, 0.4011029807069127]"
statlog_image_segmentation,LDA,0.5,0.812909469922573,,
statlog_image_segmentation,QDA,0.5,0.7871819960861057,,
statlog_image_segmentation,DecisionTree,0.5,0.9496192461499191,,
statlog_image_segmentation,RandomForest,0.5,0.9793137922232622,,
waveform_database_generator_version_1,IWLS,0.1,0.8258528161036935,7.0,"[0.6931471805599453, 0.39580567929708965, 0.3270663627133145, 0.3019949545097194, 0.2967771605740067, 0.2964890838802544, 0.29648800246184714]"
waveform_database_generator_version_1,SGD,0.1,0.8278490650127204,10.0,"[0.6931471805599453, 0.30386243769016197, 0.2992320323168369, 0.2984790734324153, 0.2983126147966227, 0.29826910929469513, 0.29825595673155375, 0.298251371830284, 0.2982495615415292, 0.2982487785562962]"
waveform_database_generator_version_1,Adam,0.1,0.8293067909602422,500.0,"[0.6931471805599453, 0.6713880031403364, 0.651144493928016, 0.6324046241368506, 0.6151256323578521, 0.5992643611822649, 0.5847806300717149, 0.5716225985804063, 0.5597209957487407, 0.5489895117134692, 0.539328045245041, 0.530627796609619, 0.5227767435779758, 0.5156642705929898, 0.5091847219404687, 0.5032399588409047, 0.497741064241577, 0.49260941198415276, 0.48777726723301174, 0.4831879663528879, 0.47879564732176955, 0.4745645385703275, 0.4704679078209185, 0.46648681136017045, 0.4626087650697221, 0.4588264379148677, 0.4551364514858746, 0.45153833320114106, 0.44803362523041423, 0.4446251272047432, 0.4413162575838384, 0.438110534059237, 0.43501117500289355, 0.4320208119106593, 0.42914129057789574, 0.4263735347185378, 0.42371745011224377, 0.42117185870514584, 0.41873446749846777, 0.4164018889614868, 0.41416972968404714, 0.4120327504101097, 0.4099850805944738, 0.4080204552181092, 0.4061324390015317, 0.4043146143817308, 0.4025607281905378, 0.4008648078600538, 0.39922126343563774, 0.3976249852690764, 0.39607143410319723, 0.39455670891710926, 0.39307757556410666, 0.39163144740909817, 0.3902163229034553, 0.3888306964770334, 0.387473462632967, 0.3861438281352521, 0.3848412376522114, 0.3835653098437346, 0.382315777750862, 0.3810924298985576, 0.37989505382747574, 0.3787233878394046, 0.3775770870933431, 0.3764557070123962, 0.3753587024657609, 0.3742854379294025, 0.373235203165873, 0.37220723053655, 0.3712007123798415, 0.37021481847559357, 0.36924871386022834, 0.3683015765504676, 0.3673726139482325, 0.3664610764979911, 0.36556626763030964, 0.3646875497641767, 0.36382434669995845, 0.36297614292519476, 0.3621424803094901, 0.36132295264085923, 0.3605171985874054, 0.3597248938633686, 0.35894574343105856, 0.35817947436247993, 0.35742582960333974, 0.3566845625567189, 0.35595543232634347, 0.3552381996364611, 0.35453262369338995, 0.35383846034052, 0.35315546167695405, 0.3524833769543278, 0.3518219542580743, 0.3511709424052821, 0.3505300926755346, 0.3498991602900216, 0.3492779057678779, 0.3486660963010502, 0.3480635071356111, 0.34746992277188826, 0.3468851377374571, 0.3463089567863611, 0.34574119456208086, 0.34518167491000135, 0.34463023005704446, 0.34408669979875567, 0.34355093072191856, 0.34302277542351195, 0.34250209169556767, 0.34198874170213595, 0.34148259122401237, 0.3409835090509782, 0.340491366561479, 0.3400060374770579, 0.3395273977459844, 0.3390553255087585, 0.33858970111573083, 0.3381304071839122, 0.3376773286845068, 0.3372303530472847, 0.33678937026254113, 0.33635427296294335, 0.3359249564748525, 0.33550131883577117, 0.3350832607773509, 0.33467068567317904, 0.33426349945168216, 0.3338616104792759, 0.3334649294251565, 0.3330733691221562, 0.3326868444351376, 0.33230527214137784, 0.33192857082134575, 0.33155666075714857, 0.33118946383947984, 0.33082690348812704, 0.3304689045917393, 0.33011539346856444, 0.32976629784397526, 0.3294215468369237, 0.3290810709481651, 0.3287448020469961, 0.32841267335709756, 0.3280846194432572, 0.32776057619911253, 0.3274404808336228, 0.32712427185301307, 0.3268118890362154, 0.3265032734042899, 0.32619836718617445, 0.32589711378334413, 0.3255994577348815, 0.32530534468319255, 0.32501472134010034, 0.3247275354534024, 0.3244437357745905, 0.32416327202867484, 0.3238860948867298, 0.32361215594119325, 0.32334140768352365, 0.3230738034837171, 0.32280929757129945, 0.32254784501750866, 0.3222894017183803, 0.32203392437841416, 0.3217813704945307, 0.3215316983401496, 0.3212848669493368, 0.32104083610100254, 0.3207995663030867, 0.32056101877664583, 0.32032515543981893, 0.3200919388917884, 0.31986133239695436, 0.3196332998695382, 0.3194078058587171, 0.3191848155342648, 0.3189642946726263, 0.3187462096434008, 0.3185305273962827, 0.3183172154485414, 0.31810624187306225, 0.3178975752868847, 0.31769118484011294, 0.317487040205089, 0.3172851115657772, 0.31708536960736405, 0.3168877855060909, 0.31669233091931237, 0.31649897797573967, 0.31630769926583246, 0.31611846783231856, 0.31593125716085946, 0.3157460411708922, 0.3155627942066708, 0.31538149102851815, 0.31520210680428457, 0.3150246171010122, 0.3148489978768078, 0.31467522547292937, 0.31450327660608923, 0.31433312836096894, 0.31416475818293677, 0.3139981438709597, 0.3138332635707002, 0.31367009576778726, 0.31350861928125295, 0.31334881325712133, 0.3131906571621442, 0.31303413077767606, 0.3128792141936884, 0.31272588780291893, 0.31257413229514913, 0.31242392865160823, 0.31227525813949725, 0.3121281023066337, 0.3119824429762182, 0.31183826224172134, 0.3116955424618892, 0.3115542662558626, 0.3114144164984058, 0.3112759763152425, 0.31113892907849583, 0.31100325840223275, 0.31086894813810717, 0.3107359823710997, 0.31060434541534815, 0.3104740218100675, 0.3103449963155542, 0.3102172539092761, 0.31009077978204447, 0.3099655593342647, 0.30984157817226615, 0.3097188221047073, 0.3095972771390546, 0.30947692947813527, 0.3093577655167617, 0.30923977183842577, 0.30912293521206297, 0.30900724258888285, 0.3088926810992659, 0.30877923804972507, 0.3086669009199295, 0.30855565735979024, 0.30844549518660513, 0.3083364023822633, 0.3082283670905051, 0.3081213776142391, 0.3080154224129121, 0.30791049009993227, 0.3078065694401443, 0.3077036493473537, 0.30760171888190124, 0.3075007672482845, 0.30740078379282704, 0.30730175800139226, 0.3072036794971424, 0.30710653803834104, 0.3070103235161984, 0.3069150259527573, 0.30682063549882155, 0.3067271424319222, 0.30663453715432387, 0.3065428101910684, 0.3064519521880554, 0.30636195391015936, 0.3062728062393821, 0.30618450017303916, 0.30609702682198053, 0.3060103774088442, 0.3059245432663418, 0.3058395158355763, 0.30575528666438995, 0.30567184740574316, 0.3055891898161223, 0.3055073057539774, 0.3054261871781871, 0.3053458261465522, 0.3052662148143164, 0.305187345432713, 0.3051092103475384, 0.30503180199775093, 0.30495511291409416, 0.30487913571774555, 0.30480386311898827, 0.3047292879159072, 0.30465540299310717, 0.30458220132045444, 0.3045096759518394, 0.30443782002396175, 0.30436662675513604, 0.30429608944411846, 0.3042262014689534, 0.3041569562858405, 0.3040883474280205, 0.30402036850468045, 0.3039530131998779, 0.3038862752714826, 0.30382014855013717, 0.30375462693823413, 0.30368970440891163, 0.3036253750050641, 0.3035616328383717, 0.303498472088344, 0.30343588700138097, 0.3033738718898485, 0.3033124211311701, 0.3032515291669328, 0.3031911905020084, 0.3031313997036886, 0.30307215140083454, 0.30301344028304034, 0.3029552610998097, 0.3028976086597463, 0.3028404778297574, 0.3027838635342698, 0.30272776075445834, 0.30267216452748796, 0.3026170699457658, 0.3025624721562074, 0.30250836635951295, 0.30245474780945586, 0.30240161181218206, 0.3023489537255211, 0.30229676895830715, 0.30224505296971105, 0.30219380126858325, 0.3021430094128061, 0.30209267300865716, 0.3020427877101815, 0.3019933492185741, 0.3019443532815723, 0.30189579569285657, 0.3018476722914609, 0.30179997896119304, 0.30175271163006173, 0.30170586626971496, 0.30165943889488434, 0.30161342556284015, 0.3015678223728526, 0.301522625465663, 0.30147783102296133, 0.3014334352668727, 0.30138943445945104, 0.30134582490218026, 0.301302602935483, 0.301259764938237, 0.3012173073272973, 0.3011752265570276, 0.30113351911883646, 0.30109218154072154, 0.30105121038682003, 0.3010106022569659, 0.30097035378625325, 0.30093046164460674, 0.3008909225363568, 0.3008517331998229, 0.3008128904069011, 0.3007743909626586, 0.300736231704934, 0.30069840950394233, 0.30066092126188726, 0.30062376391257756, 0.30058693442104945, 0.30055042978319463, 0.30051424702539314, 0.3004783832041513, 0.3004428354057454, 0.3004076007458695, 0.30037267636928894, 0.3003380594494986, 0.30030374718838504, 0.30026973681589464, 0.3002360255897054, 0.3002026107949036, 0.3001694897436652, 0.30013665977494103, 0.3001041182541467, 0.3000718625728569, 0.3000398901485034, 0.3000081984240779, 0.29997678486783763, 0.2999456469730168, 0.2999147822575403, 0.29988418826374225, 0.29985386255808777, 0.29982380273089904, 0.2997940063960845, 0.29976447119087235, 0.2997351947755466, 0.2997061748331878, 0.29967740906941637, 0.2996488952121397, 0.29962063101130265, 0.2995926142386411, 0.299564842687439, 0.2995373141722885, 0.2995100265288531, 0.29948297761363424, 0.29945616530374064, 0.29942958749666093, 0.299403242110039, 0.2993771270814519, 0.299351240368192, 0.2993255799470502, 0.2993001438141032, 0.2992749299845028, 0.2992499364922685, 0.2992251613900824, 0.2992006027490864, 0.2991762586586829, 0.2991521272263372, 0.2991282065773828, 0.2991044948548289, 0.29908099021917095, 0.29905769084820283, 0.2990345949368318, 0.2990117006968958, 0.29898900635698306, 0.2989665101622533, 0.29894421037426266, 0.29892210527078916, 0.2989001931456614, 0.29887847230858905, 0.2988569410849951, 0.29883559781585106, 0.29881444085751324, 0.2987934685815618, 0.2987726793746411, 0.29875207163830275, 0.29873164378885, 0.29871139425718396, 0.2986913214886526, 0.2986714239429002, 0.29865170009372016, 0.2986321484289081, 0.2986127674501178, 0.29859355567271867, 0.2985745116256543, 0.2985556338513038, 0.29853692090534384, 0.2985183713566126, 0.29849998378697584, 0.29848175679119393, 0.29846368897679076, 0.29844577896392427, 0.29842802538525803, 0.29841042688583536, 0.2983929821229536, 0.2983756897660411, 0.2983585484965348, 0.29834155700775955, 0.2983247140048091, 0.2983080182044281, 0.29829146833489534, 0.2982750631359091, 0.298258801358473, 0.2982426817647836, 0.2982267031281192, 0.2982108642327303, 0.29819516387373035, 0.29817960085698886, 0.29816417399902495, 0.2981488821269028, 0.2981337240781275, 0.2981186987005427, 0.2981038048522295, 0.2980890414014056, 0.2980744072263269, 0.298059901215189, 0.29804552226603087, 0.2980312692866384, 0.2980171411944506, 0.2980031369164651, 0.2979892553891461, 0.2979754955583329, 0.2979618563791492, 0.2979483368159133, 0.29793493584205055, 0.2979216524400045, 0.29790848560115185, 0.2978954343257154, 0.2978824976226806, 0.2978696745097111, 0.2978569640130664, 0.29784436516751955, 0.2978318770162767, 0.29781949861089674, 0.29780722901121176, 0.2977950672852493, 0.2977830125091545, 0.2977710637671137, 0.2977592201512782, 0.29774748076168955, 0.29773584470620557, 0.29772431110042635, 0.29771287906762245, 0.29770154773866214]"
waveform_database_generator_version_1,LDA,0.1,0.8593155187461701,,
waveform_database_generator_version_1,QDA,0.1,0.840207238491393,,
waveform_database_generator_version_1,DecisionTree,0.1,0.775705186533212,,
waveform_database_generator_version_1,RandomForest,0.1,0.8282297450372325,,
waveform_database_generator_version_1,IWLS,0.15,0.8433963520170417,7.0,"[0.6931471805599452, 0.39604223850521164, 0.3268394096513908, 0.30148829122833753, 0.2961933273064373, 0.2958996667601807, 0.29589855419329303]"
waveform_database_generator_version_1,SGD,0.15,0.8561027160165091,11.0,"[0.6931471805599452, 0.30535461838759287, 0.3002616456794877, 0.29943867967038734, 0.2992728661218722, 0.2992397425261855, 0.29923489518544344, 0.2992354514983235, 0.29923652797887884, 0.29923729079986067, 0.29923773939040593]"
