Dataset,Method,Split,Accuracy,Iterations,History
SAheart,LDA,0.1,0.7313725490196079,,
SAheart,QDA,0.1,0.7607843137254902,,
SAheart,DecisionTree,0.1,0.7117647058823529,,
SAheart,RandomForest,0.1,0.723529411764706,,
SAheart,IWLS,0.15,0.7187789084181313,4.0,"[0.6931471805599452, 0.5603201735677529, 0.5569606995913416, 0.5569406647142529]"
SAheart,SGD,0.15,0.740518038852914,11.0,"[0.6931471805599452, 0.5785446471309202, 0.5624267179216643, 0.558915705918437, 0.5579772510880848, 0.5576957014067286, 0.5576035222410262, 0.557570726520618, 0.5575580167111337, 0.557552659488832, 0.5575502269978211]"
SAheart,Adam,0.15,0.7187789084181313,133.0,"[0.6931471805599452, 0.6875635477769068, 0.6821435662684754, 0.6768896014000233, 0.6718033939446465, 0.6668859575498983, 0.6621374700169051, 0.6575571660159735, 0.6531432447771014, 0.6488928131503673, 0.6448018899717565, 0.6408654979382244, 0.6370778596934651, 0.6334326936114296, 0.6299235762060974, 0.6265443135783187, 0.6232892567794917, 0.6201535108406414, 0.6171330176289078, 0.6142245242361634, 0.6114254691081074, 0.6087338238321999, 0.6061479230750461, 0.6036663048700757, 0.6012875732969349, 0.5990102879996325, 0.5968328803733088, 0.5947535940136364, 0.5927704463238724, 0.5908812082885918, 0.5890833998479803, 0.5873742987402284, 0.5857509609664967, 0.584210251116956, 0.5827488806890618, 0.5813634522891334, 0.5800505073247749, 0.5788065745707968, 0.577628216919336, 0.5765120737712731, 0.5754548969116248, 0.5744535783069821, 0.5735051689959961, 0.5726068890170674, 0.571756129031307, 0.5709504448725221, 0.5701875466399454, 0.5694652841290818, 0.5687816303865747, 0.5681346650117836, 0.5675225585555407, 0.5669435590306762, 0.5663959811896652, 0.5658781988748158, 0.5653886404304894, 0.5649257869024249, 0.5644881725476908, 0.5640743870460733, 0.5636830787408253, 0.5633129582398609, 0.562962801769425, 0.5626314537788916, 0.5623178284327769, 0.5620209097781689, 0.5617397505268088, 0.5614734695272352, 0.5612212481131138, 0.5609823255923979, 0.5607559941856741, 0.5605415937319339, 0.5603385064601814, 0.5601461520818695, 0.5599639833995419, 0.5597914825589386, 0.5596281580024999, 0.5594735421180226, 0.559327189522181, 0.5591886758781148, 0.55905759712105, 0.5589335689560699, 0.5588162264963971, 0.5587052239264297, 0.5586002340981062, 0.5585009479983416, 0.5584070740557515, 0.5583183372834409, 0.5582344782787506, 0.5581552521187698, 0.5580804272012765, 0.5580097840845225, 0.5579431143766299, 0.5578802197175495, 0.557820910885132, 0.5577650070435912, 0.5577123351391641, 0.5576627294355119, 0.55761603117149, 0.5575720883170205, 0.5575307553992284, 0.5574918933706515, 0.5574553694937684, 0.5574210572206593, 0.5573888360525286, 0.5573585913702473, 0.5573302142332813, 0.557303601149711, 0.5572786538241115, 0.557255278892591, 0.5572333876552734, 0.5572128958160802, 0.5571937232381157, 0.5571757937206337, 0.5571590348008623, 0.5571433775812598, 0.5571287565803842, 0.557115109603714, 0.5571023776295912, 0.5570905047050079, 0.557079437846166, 0.557069126939487, 0.5570595246398655, 0.5570505862642635, 0.5570422696800506, 0.5570345351886578, 0.5570273454060117, 0.5570206651417927, 0.5570144612797943, 0.5570087026615791, 0.5570033599752912, 0.5569984056509677, 0.5569938137631055, 0.556989559940631, 0.556985621283909]"
SAheart,LDA,0.15,0.7187789084181313,,
SAheart,QDA,0.15,0.7400555041628122,,
SAheart,DecisionTree,0.15,0.7428307123034228,,
SAheart,RandomForest,0.15,0.6979648473635522,,
SAheart,IWLS,0.2,0.7031746031746031,4.0,"[0.6931471805599453, 0.5678197151806743, 0.5649589009855204, 0.5649450247413437]"
SAheart,SGD,0.2,0.6944444444444444,12.0,"[0.6931471805599453, 0.5865154397711375, 0.5698416939846402, 0.5662220153199022, 0.565336831770926, 0.565123247496565, 0.5650813854776199, 0.5650806525983191, 0.5650870846111319, 0.5650927778027042, 0.5650966061068301, 0.5650989435851052]"
SAheart,Adam,0.2,0.7031746031746031,127.0,"[0.6931471805599453, 0.6877142161270794, 0.6824447249487676, 0.6773410715328693, 0.6724049959347072, 0.6676375128931782, 0.6630388050418343, 0.6586081173414754, 0.654343665390535, 0.6502425767178668, 0.6463008895586073, 0.6425136344016436, 0.6388750155822022, 0.6353786912080746, 0.6320181230721605, 0.6287869438405073, 0.625679278960821, 0.6226899718055892, 0.6198146878138501, 0.6170499040105487, 0.6143928120723436, 0.6118411710891302, 0.6093931427200645, 0.6070471322391846, 0.604801649057505, 0.6026551924714412, 0.6006061633586567, 0.59865279992199, 0.5967931346037308, 0.5950249692412166, 0.5933458658886797, 0.5917531511614397, 0.5902439322871644, 0.5888151231974744, 0.5874634789534476, 0.5861856366106599, 0.5849781603665095, 0.5838375885859977, 0.5827604801637832, 0.5817434577235078, 0.5807832454181043, 0.5798766995703377, 0.5790208310310914, 0.5782128188527041, 0.5774500155828435, 0.576729945096209, 0.5760502943358888, 0.5754089006038234, 0.5748037361212172, 0.5742328914989266, 0.5736945595525752, 0.57318702060986, 0.5727086301284743, 0.572257809106623, 0.5718330374511726, 0.5714328501908814, 0.5710558361974333, 0.5707006389133468, 0.5703659584867083, 0.570050554677142, 0.569753249920346, 0.5694729320109803, 0.5692085559736488, 0.5689591448251727, 0.5687237890735864, 0.5685016449364844, 0.5682919313817041, 0.5680939261882154, 0.5679069612893458, 0.5677304176926106, 0.5675637202721023, 0.5674063327048557, 0.5672577527777947, 0.5671175082336942, 0.5669851532600834, 0.5668602656607551, 0.566742444691187, 0.5666313094910099, 0.5665264980115646, 0.5664276663158458, 0.5663344881215999, 0.566246654464579, 0.5661638733755516, 0.5660858694885386, 0.5660123835255706, 0.5659431716317458, 0.5658780045606735, 0.5658166667322192, 0.5657589552003748, 0.5657046785783278, 0.565653655970513, 0.565605715958276, 0.5655606956780012, 0.565518440019608, 0.5654788009608294, 0.5654416370401527, 0.5654068129600421, 0.5653741993030538, 0.5653436723373294, 0.5653151138849228, 0.565288411226367, 0.5652634570174108, 0.5652401491982966, 0.5652183908816069, 0.5651980902107762, 0.5651791601871852, 0.565161518468727, 0.5651450871464874, 0.56512979250849, 0.5651155648003175, 0.5651023379919649, 0.565090049558777, 0.5650786402821166, 0.565068054072851, 0.5650582378182075, 0.5650491412503057, 0.5650407168329431, 0.5650329196621359, 0.565025707375491, 0.5650190400656946, 0.5650128801941087, 0.565007192501513, 0.5650019439142603, 0.5649971034453362, 0.5649926420909018, 0.5649885327237445, 0.5649847499855947]"
SAheart,LDA,0.2,0.7198412698412698,,
SAheart,QDA,0.2,0.726984126984127,,
SAheart,DecisionTree,0.2,0.6658730158730158,,
SAheart,RandomForest,0.2,0.7214285714285714,,
SAheart,IWLS,0.25,0.6848684210526316,4.0,"[0.6931471805599454, 0.5703337790247333, 0.5676843325849547, 0.5676726952307399]"
SAheart,SGD,0.25,0.6782894736842104,12.0,"[0.6931471805599454, 0.5904635899779568, 0.5730306976103657, 0.569141696059419, 0.568210547414724, 0.5680151934946935, 0.5680020150532216, 0.568025484008808, 0.5680492658981366, 0.5680665545041265, 0.5680778598662221, 0.5680849241298829]"
SAheart,Adam,0.25,0.6907894736842105,129.0,"[0.6931471805599454, 0.6878179000775284, 0.6826532719731155, 0.6776556053708777, 0.672826464662507, 0.6681665158640895, 0.6636753597043732, 0.6593513696967734, 0.6551915692959642, 0.6511915986410711, 0.6473458279369595, 0.6436476565888006, 0.6400899868057808, 0.6366657917116537, 0.6333686490506679, 0.6301931178664651, 0.6271348961573888, 0.62419077392339, 0.6213584467834946, 0.6186362663644949, 0.6160229870042568, 0.6135175431848551, 0.6111188711434486, 0.6088257752414228, 0.606636833778247, 0.6045503374363858, 0.6025642542104579, 0.6006762160752231, 0.5988835240104057, 0.5971831689699005, 0.595571866837131, 0.5940461053612299, 0.5926022006267609, 0.5912363599510484, 0.5899447474531057, 0.588723548127894, 0.58756902627235, 0.586477574629463, 0.5854457516028498, 0.5844703051926327, 0.5835481836932631, 0.5826765344513375, 0.581852692934994, 0.5810741649278577, 0.5803386048252595, 0.5796437928370148, 0.5789876134808299, 0.5783680371811034, 0.5777831061561091, 0.5772309251505187, 0.5767096569998982, 0.5762175225343026, 0.5757528039632377, 0.5753138506485356, 0.5748990860703456, 0.5745070148194787, 0.5741362285910105, 0.5737854103835075, 0.5734533363923319, 0.5731388753877631, 0.5728409856543784, 0.5725587098084205, 0.5722911679849358, 0.5720375499867154, 0.5717971070127272, 0.5715691435431285, 0.5713530098650543, 0.5711480955954539, 0.5709538244123123, 0.5707696500607822, 0.5705950535706757, 0.5704295415176582, 0.5702726450894445, 0.5701239196832244, 0.5699829447601434, 0.569849323712184, 0.5697226835487177, 0.569602674275405, 0.5694889679075942, 0.5693812571254513, 0.5692792536318212, 0.5691826863117633, 0.5690912993126959, 0.5690048501664872, 0.568923108061927, 0.5688458523515969, 0.568772871345767, 0.5687039614123237, 0.5686389263701596, 0.568577577137431, 0.5685197315778845, 0.568465214479195, 0.5684138575967559, 0.5683654997034657, 0.5683199865988154, 0.5682771710466318, 0.5682369126277674, 0.5681990775096275, 0.5681635381469835, 0.5681301729369657, 0.5680988658550289, 0.5680695060982842, 0.5680419877586165, 0.5680162095415563, 0.5679920745391871, 0.5679694900576475, 0.5679483674930934, 0.5679286222450394, 0.5679101736532218, 0.567892944943563, 0.5678768631702208, 0.5678618591436075, 0.5678478673380465, 0.5678348257767667, 0.5678226758956486, 0.5678113623900697, 0.5678008330510881, 0.5677910385979559, 0.5677819325136367, 0.5677734708888388, 0.56776561227835, 0.5677583175715065, 0.5677515498767495, 0.5677452744186752, 0.5677394584449257, 0.5677340711397773, 0.567729083541328, 0.5677244684596876, 0.5677202003943652]"
SAheart,LDA,0.25,0.6907894736842105,,
SAheart,QDA,0.25,0.6855263157894737,,
SAheart,DecisionTree,0.25,0.65,,
SAheart,RandomForest,0.25,0.6328947368421053,,
SAheart,IWLS,0.3,0.663804945054945,4.0,"[0.6931471805599453, 0.5674056874408333, 0.5646238230160612, 0.564610949770436]"
SAheart,SGD,0.3,0.6692994505494505,13.0,"[0.6931471805599453, 0.591390540789863, 0.5724225413175033, 0.5674904343651359, 0.565952805650487, 0.5654146536804313, 0.5652069245996569, 0.5651182906671763, 0.5650763259387018, 0.5650544232776782, 0.5650420521044413, 0.5650346638402746, 0.5650300930485015]"
SAheart,Adam,0.3,0.663804945054945,130.0,"[0.6931471805599453, 0.6878205783906312, 0.6826596343171654, 0.6776663026725154, 0.6728411951822216, 0.6681830864870236, 0.6636884220864882, 0.6593510897324694, 0.6551628268456792, 0.6511144500444177, 0.6471975349938269, 0.6434057450813964, 0.6397352616361606, 0.6361844152622892, 0.6327529675866, 0.6294414111702403, 0.6262504393508147, 0.6231805943320347, 0.62023205085414, 0.6174044905792375, 0.6146970351640687, 0.6121082192952492, 0.6096359946743689, 0.6072777617299834, 0.6050304281781925, 0.6028904929945452, 0.60085415160021, 0.5989174142110133, 0.5970762258576787, 0.5953265750786101, 0.5936645796185422, 0.5920865414740575, 0.5905889691413693, 0.5891685703414238, 0.5878222225009675, 0.5865469302486045, 0.5853397792482213, 0.5841978943652137, 0.5831184080559142, 0.5820984424775043, 0.5811351064528484, 0.5802255062897439, 0.5793667676966466, 0.5785560647986043, 0.5777906516609004, 0.5770678918333987, 0.5763852821873633, 0.5757404685602242, 0.5751312521973689, 0.5745555874070504, 0.5740115719948181, 0.5734974327780973, 0.5730115087606777, 0.5725522344142303, 0.5721181250643015, 0.5717077657285304, 0.5713198040236016, 0.5709529470527026, 0.5706059615971216, 0.5702776765303547, 0.5699669861870774, 0.5696728534549113, 0.5693943115825444, 0.5691304640544534, 0.5688804822956651, 0.5686436013645159, 0.5684191141050159, 0.5682063644234947, 0.5680047404130243, 0.5678136679840803, 0.5676326054998002, 0.5674610396985383, 0.5672984829575967, 0.5671444717485126, 0.5669985659852125, 0.5668603488882535, 0.5667294269840685, 0.5666054299177934, 0.5664880098626607, 0.5663768404337503, 0.566271615134642, 0.566172045461857, 0.5660778588507472, 0.5659887966630219, 0.5659046123937856, 0.5658250702245816, 0.5657499439818702, 0.5656790164919205, 0.5656120792656286, 0.5655489324090053, 0.5654893846408767, 0.5654332533078106, 0.5653803643125408, 0.5653305519087852, 0.5652836583541341, 0.565239533446187, 0.5651980339900184, 0.5651590232547534, 0.5651223704738116, 0.5650879504298423, 0.565055643145728, 0.5650253336819754, 0.5649969120226066, 0.5649702730194404, 0.5649453163598581, 0.5649219465256518, 0.5649000727187614, 0.5648796087412031, 0.5648604728285122, 0.5648425874461812, 0.5648258790651304, 0.5648102779345047, 0.5647957178682793, 0.5647821360572711, 0.5647694729117031, 0.5647576719329908, 0.5647466796082572, 0.5647364453180863, 0.5647269212474765, 0.5647180622915842, 0.5647098259509791, 0.5647021722148742, 0.5646950634342799, 0.5646884641895625, 0.5646823411580809, 0.5646766629873945, 0.5646714001782297, 0.5646665249794073, 0.5646620112948141, 0.5646578346006964]"
SAheart,LDA,0.3,0.663804945054945,,
SAheart,QDA,0.3,0.6698717948717949,,
SAheart,DecisionTree,0.3,0.6230540293040293,,
SAheart,RandomForest,0.3,0.6319826007326007,,
SAheart,IWLS,0.35,0.6588972431077694,4.0,"[0.6931471805599453, 0.5705331723294901, 0.5679775527731067, 0.5679669378831809]"
SAheart,SGD,0.35,0.6541353383458647,13.0,"[0.6931471805599453, 0.5989497193114613, 0.5779064485821351, 0.5717402970942084, 0.5696267039525191, 0.5688248518329414, 0.5684954482362823, 0.5683501172264172, 0.5682815729368197, 0.5682472225212885, 0.5682290925505917, 0.5682191204246556, 0.5682134633346575]"
SAheart,Adam,0.35,0.6676691729323307,132.0,"[0.6931471805599453, 0.687907524159839, 0.6828347794822913, 0.6779307928669224, 0.6731958478673575, 0.6686280420971423, 0.6642227152309488, 0.6599723509843773, 0.655867452928445, 0.6518983947284046, 0.6480573766823001, 0.6443394398655184, 0.6407423044621741, 0.6372655607424261, 0.63390979223628, 0.6306759028276611, 0.6275646790824166, 0.624576530038672, 0.6217113410565853, 0.618968397355769, 0.6163463521550572, 0.6138432279585644, 0.611456447539716, 0.6091828945444387, 0.607019003163428, 0.6049608728685102, 0.6030043991597307, 0.6011454066482461, 0.5993797687197212, 0.5977034997498785, 0.5961128110981527, 0.594604129183048, 0.593174080618784, 0.5918194539734869, 0.5905371495809163, 0.5893241283453462, 0.5881773684314666, 0.5870938359319416, 0.5860704726228534, 0.585104201083305, 0.5841919449751866, 0.5833306603349049, 0.5825173725107612, 0.581749213039231, 0.581023451323292, 0.5803375173158413, 0.5796890132210538, 0.5790757141262917, 0.5784955591137124, 0.5779466355323631, 0.5774271596409434, 0.5769354567889234, 0.5764699438037972, 0.5760291154486743, 0.5756115358681593, 0.5752158350020007, 0.5748407091452827, 0.5744849242712071, 0.5741473204676951, 0.5738268158825329, 0.5735224088822672, 0.5732331776229622, 0.5729582767972677, 0.5726969318523808, 0.5724484313790853, 0.5722121186002816, 0.5719873829251353, 0.5717736524042183, 0.5715703876690145, 0.5713770776261036, 0.5711932368637431, 0.5710184044692752, 0.570852143786745, 0.5706940425821294, 0.570543713124716, 0.5704007918156864, 0.5702649381651542, 0.5701358330988008, 0.5700131767302175, 0.5698966858399317, 0.569786091344672, 0.5696811360218916, 0.5695815726874459, 0.5694871629283607, 0.5693976763902454, 0.569312890530468, 0.5692325906885509, 0.5691565703016581, 0.5690846311047625, 0.5690165831947347, 0.5689522448933452, 0.5688914424028145, 0.5688340092971891, 0.5687797859251278, 0.5687286188109485, 0.5686803601320378, 0.5686348673268519, 0.568592002855892, 0.5685516341059612, 0.5685136334023375, 0.5684778780785876, 0.5684442505511155, 0.568412638353931, 0.5683829341052058, 0.5683550353964603, 0.5683288446132302, 0.5683042687092238, 0.5682812189623089, 0.568259610739888, 0.5682393632946436, 0.5682203996015855, 0.5682026462365414, 0.5681860332871747, 0.5681704942819905, 0.5681559661213151, 0.5681423889965787, 0.5681297062892958, 0.5681178644473673, 0.5681068128421579, 0.5680965036140003, 0.5680868915156507, 0.5680779337627002, 0.5680695898975392, 0.5680618216699979, 0.5680545929342, 0.5680478695583101, 0.5680416193422381, 0.5680358119381804, 0.5680304187699183, 0.568025412948623, 0.5680207691849722, 0.5680164636991577]"
SAheart,LDA,0.35,0.6716791979949874,,
SAheart,QDA,0.35,0.6724310776942356,,
SAheart,DecisionTree,0.35,0.6012531328320803,,
SAheart,RandomForest,0.35,0.5904761904761905,,
SAheart,IWLS,0.4,0.6853369763205829,4.0,"[0.6931471805599453, 0.5797502609137221, 0.5776725198677076, 0.5776658615886076]"
SAheart,SGD,0.4,0.6853369763205829,13.0,"[0.6931471805599453, 0.6052990494420788, 0.5859595392952305, 0.5805115142129816, 0.5787547993756046, 0.5781486566279959, 0.5779327525459628, 0.5778550373484643, 0.5778271895889281, 0.5778173807155949, 0.5778140226906813, 0.577812911676568, 0.5778125488064602]"
SAheart,Adam,0.4,0.6812386156648451,123.0,"[0.6931471805599453, 0.6879538451056724, 0.682929619163113, 0.6780769141851929, 0.6733974330589872, 0.6688920451351297, 0.6645606521291718, 0.6604020549991783, 0.6564138404095576, 0.6525923152608557, 0.6489325252701197, 0.6454283922693697, 0.6420729879722923, 0.6388589281294961, 0.6357788302343217, 0.6328257500592216, 0.629993514616345, 0.627276902204634, 0.6246716663537532, 0.622174437453629, 0.6197825517518355, 0.6174938541135356, 0.615306507605942, 0.6132188282392008, 0.6112291517690374, 0.6093357324612622, 0.6075366703604357, 0.6058298626116686, 0.6042129746464248, 0.6026834278074938, 0.6012384008153313, 0.5998748431420149, 0.5985894987645279, 0.5973789388980779, 0.5962396021954265, 0.5951678406099535, 0.594159968756484, 0.5932123142775135, 0.5923212665419731, 0.5914833210513696, 0.5906951172408121, 0.5899534679217564, 0.5892553793501346, 0.58859806171524, 0.5879789306201283, 0.5873956007678532, 0.5868458735168068, 0.5863277201987163, 0.5858392631152861, 0.5853787559794746, 0.5849445652927784, 0.5845351538004441, 0.5841490667868939, 0.583784921600066, 0.5834414004530311, 0.5831172462632089, 0.5828112610661429, 0.5825223063887757, 0.5822493048882508, 0.5819912425533514, 0.581747170819239, 0.5815162080504471, 0.5812975399873019, 0.5810904189103612, 0.5808941614393048, 0.5807081450316468, 0.5805318033703807, 0.5803646209198403, 0.5802061269815623, 0.5800558895969242, 0.5799135096243848, 0.5797786152726571, 0.5796508573050355, 0.5795299050531273, 0.57941544329886, 0.5793071700094766, 0.5792047948473987, 0.5791080383296363, 0.5790166314821716, 0.5789303158237593, 0.5788488435194288, 0.5787719775637488, 0.5786994918837308, 0.5786311712867427, 0.5785668112156027, 0.5785062173072585, 0.5784492047800002, 0.5783955976949808, 0.5783452281499067, 0.5782979354662191, 0.5782535654268595, 0.5782119696114274, 0.5781730048612247, 0.578136532890499, 0.5781024200441941, 0.5780705371884287, 0.5780407597090357, 0.578012967586577, 0.5779870455135019, 0.5779628830203078, 0.5779403745820045, 0.5779194196829535, 0.577899922826216, 0.5778817934818065, 0.57786494597581, 0.5778492993284569, 0.5778347770534777, 0.5778213069332415, 0.5778088207843565, 0.577797254226909, 0.5777865464677482, 0.5777766401047442, 0.5777674809552469, 0.5777590179085534, 0.5777512027993927, 0.5777439902975081, 0.577737337807453, 0.5777312053726679, 0.5777255555786494, 0.5777203534513322, 0.5777155663484201, 0.5777111638430938, 0.5777071176010388]"
SAheart,LDA,0.4,0.6812386156648451,,
SAheart,QDA,0.4,0.6612672391360916,,
SAheart,DecisionTree,0.4,0.5861956804579755,,
SAheart,RandomForest,0.4,0.5967343221441582,,
SAheart,IWLS,0.45,0.6565217391304348,4.0,"[0.6931471805599454, 0.5797684812737994, 0.5776526714517527, 0.577645634485627]"
SAheart,SGD,0.45,0.6636645962732919,14.0,"[0.6931471805599454, 0.6093021726472819, 0.5879332374816382, 0.5813119328428198, 0.5790197187369944, 0.57818518740813, 0.5778792700104165, 0.5777715101291147, 0.5777380995432732, 0.577731592228921, 0.5777338488588118, 0.5777381564885079, 0.5777422387071621, 0.5777454924068962]"
SAheart,Adam,0.45,0.6636645962732919,120.0,"[0.6931471805599454, 0.6879913295844494, 0.6830004811430339, 0.6781769243968088, 0.6735221568925285, 0.6690367085463029, 0.6647199497211022, 0.6605699085741873, 0.6565831447874229, 0.652754747564911, 0.6490785281479222, 0.6455474401574612, 0.6421541813341008, 0.6388918428033631, 0.6357544369495992, 0.632737183664643, 0.6298365342506067, 0.6270499973523007, 0.6243758634877067, 0.6218129108161866, 0.6193601422479228, 0.6170165744440963, 0.6147810806713309, 0.6126522809597246, 0.6106284708743036, 0.608707581151726, 0.6068871623938997, 0.6051643908626181, 0.6035360927054401, 0.6019987845080794, 0.6005487279390539, 0.5991819955825641, 0.5978945441051404, 0.5966822900006917, 0.5955411826414213, 0.5944672694781203, 0.5934567490687402, 0.5925060090609414, 0.5916116480459671, 0.5907704820009196, 0.5899795375398196, 0.5892360352040175, 0.5885373664768287, 0.5878810681568447, 0.587264797288963, 0.5866863091729009, 0.5861434401745713, 0.5856340962570852, 0.5851562473971013, 0.5847079274076467, 0.584287238183747, 0.5838923570444136, 0.5835215456753349, 0.5831731591800831, 0.5828456539078598, 0.5825375930116308, 0.5822476490583, 0.5819746034120172, 0.5817173424931483, 0.581474851336956, 0.5812462051084932, 0.5810305593595134, 0.5808271398396959, 0.5806352326103453, 0.5804541750743689, 0.5802833483565256, 0.5801221712684864, 0.5799700958982278, 0.5798266046929839, 0.5796912087745045, 0.5795634471436115, 0.5794428864006147, 0.5793291206254786, 0.5792217711181621, 0.5791204857830982, 0.5790249380385023, 0.5789348252274134, 0.5788498665913759, 0.5787698009308365, 0.5786943841138994, 0.5786233866061199, 0.5785565911810071, 0.5784937909389785, 0.5784347877183306, 0.5783793909326458, 0.5783274168217853, 0.5782786880638927, 0.5782330336676343, 0.5781902890491791, 0.5781502961972098, 0.5781129038398172, 0.5780779675464756, 0.5780453497226818, 0.5780149194803779, 0.5779865523904973, 0.5779601301421481, 0.5779355401444599, 0.5779126751114767, 0.5778914326681821, 0.5778717150082031, 0.5778534286227911, 0.5778364841084335, 0.5778207960488183, 0.577806282957462, 0.5777928672611045, 0.5777804753014402, 0.5777690373336943, 0.5777584875043543, 0.5777487637960826, 0.5777398079343535, 0.5777315652566699, 0.5777239845504271, 0.5777170178690404, 0.5777106203375876, 0.5777047499589886, 0.5776993674299942, 0.5776944359734564, 0.5776899211901083, 0.5776857909299223, 0.5776820151805108]"
SAheart,LDA,0.45,0.6636645962732919,,
SAheart,QDA,0.45,0.670807453416149,,
SAheart,DecisionTree,0.45,0.5972049689440995,,
SAheart,RandomForest,0.45,0.584575569358178,,
SAheart,IWLS,0.5,0.6586587436332767,4.0,"[0.6931471805599453, 0.5886792541379627, 0.5869437611709473, 0.5869392368060697]"
SAheart,SGD,0.5,0.6586587436332767,15.0,"[0.6931471805599453, 0.6190552211880059, 0.5982624604613218, 0.5913540340651647, 0.588789723885974, 0.5877719329398826, 0.5873509999164489, 0.5871722882400396, 0.5870950510875844, 0.5870612124131955, 0.5870461989507735, 0.5870394401410013, 0.5870363371830138, 0.5870348721948446, 0.5870341528754445]"
SAheart,Adam,0.5,0.6652376910016978,110.0,"[0.6931471805599453, 0.6881086725750633, 0.683233012138629, 0.6785225866422454, 0.6739792009786922, 0.6696039974575816, 0.6653973733300164, 0.6613589004161818, 0.6574872542207653, 0.6537801633133812, 0.6502343928696234, 0.6468457776915161, 0.6436093178736518, 0.6405193429695195, 0.6375697380312032, 0.634754209925997, 0.6320665600357374, 0.6295009252477747, 0.6270519555437145, 0.6247149112280366, 0.6224856801235519, 0.6203607289133076, 0.6183370099505591, 0.6164118453940576, 0.6145828067020634, 0.6128476019959689, 0.6112039785389839, 0.6096496435290604, 0.6081822037675407, 0.6067991233081215, 0.6054976975497768, 0.6042750420672764, 0.6031280945094866, 0.6020536279639759, 0.6010482741896772, 0.6001085550227387, 0.5992309200772387, 0.598411788639432, 0.5976475934587844, 0.5969348240421075, 0.5962700671162735, 0.5956500421703678, 0.5950716304140655, 0.5945318960546337, 0.5940280994335817, 0.5935577021980698, 0.5931183652398192, 0.5927079405619762, 0.5923244585039421, 0.5919661118626517, 0.5916312384134945, 0.5913183031850273, 0.5910258816139777, 0.5907526444350499, 0.590497344873494, 0.5902588084310022, 0.5900359253048876, 0.5898276452689767, 0.5896329746800136, 0.5894509751597843, 0.5892807634414021, 0.5891215118560046, 0.5889724489682957, 0.5888328599381483, 0.5887020862809818, 0.5885795248107748, 0.58846462566497, 0.588356889419672, 0.5882558633975655, 0.5881611373434843, 0.5880723386898647, 0.5879891276555176, 0.5879111924178188, 0.5878382445741218, 0.5877700150678626, 0.5877062507041482, 0.5876467113244099, 0.5875911676553642, 0.5875393997987364, 0.5874911962884618, 0.5874463536137136, 0.5874046760901078, 0.5873659759575532, 0.587330073590173, 0.5872967977193979, 0.5872659855930656, 0.5872374830183064, 0.5872111442613754, 0.5871868318009462, 0.5871644159508267, 0.5871437743823229, 0.5871247915849651, 0.5871073583071301, 0.5870913710158118, 0.5870767314084815, 0.5870633460008934, 0.5870511258042205, 0.5870399860943578, 0.5870298462667365, 0.5870206297624235, 0.5870122640461694, 0.5870046806146141, 0.5869978150129966, 0.5869916068410297, 0.5869859997326032, 0.5869809412989988, 0.5869763830306672, 0.5869722801577392, 0.5869685914738061, 0.5869652791307695]"
SAheart,LDA,0.5,0.6652376910016978,,
SAheart,QDA,0.5,0.6491086587436333,,
SAheart,DecisionTree,0.5,0.6582342954159592,,
SAheart,RandomForest,0.5,0.6034380305602716,,
tic_tac_toe_endgame,IWLS,0.1,0.5450664136622391,4.0,"[0.6931471805599453, 0.6117488148646225, 0.6106374310669666, 0.610635246214405]"
tic_tac_toe_endgame,SGD,0.1,0.5531309297912713,6.0,"[0.6931471805599453, 0.6147390036089183, 0.6124629038593877, 0.6123193064946021, 0.6123033742369004, 0.6123010568409867]"
