,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_features,param_model__max_depth,param_model__bootstrap,param_feature_selection__columns,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
69,6.993168306350708,0.008446570171614733,0.09881377220153809,0.0005131012217646386,1200,2,4,log2,10.0,True,"[8, 100, 102, 105]","{'model__n_estimators': 1200, 'model__min_samples_split': 2, 'model__min_samples_leaf': 4, 'model__max_features': 'log2', 'model__max_depth': 10, 'model__bootstrap': True, 'feature_selection__columns': [8, 100, 102, 105]}",5950.0,6762.5,6700.0,6137.5,6637.5,6437.5,329.29849680798725,10
70,3.3564925670623778,0.02706384763301445,0.06324329376220703,0.00034994219761492063,400,5,1,sqrt,,True,"[8, 100, 102, 105, 403]","{'model__n_estimators': 400, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': None, 'model__bootstrap': True, 'feature_selection__columns': [8, 100, 102, 105, 403]}",5750.0,6187.5,6125.0,5812.5,6312.5,6037.5,218.66069605669875,75
71,20.457798624038695,0.4790220466515926,0.32119011878967285,0.0045683838590839495,1600,5,2,sqrt,100.0,False,"[8, 100, 102, 105]","{'model__n_estimators': 1600, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 100, 'model__bootstrap': False, 'feature_selection__columns': [8, 100, 102, 105]}",5575.0,6325.0,5887.5,5637.5,6137.5,5912.5,286.6836235294929,86
72,7.733533191680908,0.06987500803934371,0.254347038269043,0.0008086466872157974,1000,2,1,sqrt,60.0,False,"[100, 102, 105]","{'model__n_estimators': 1000, 'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_features': 'sqrt', 'model__max_depth': 60, 'model__bootstrap': False, 'feature_selection__columns': [100, 102, 105]}",5587.5,5525.0,6462.5,6212.5,6150.0,5987.5,367.84847423905404,83
73,5.055433559417724,0.0374574167434241,0.09564838409423829,0.0008887093084666251,600,5,1,log2,,True,"[8, 100, 102, 105]","{'model__n_estimators': 600, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_features': 'log2', 'model__max_depth': None, 'model__bootstrap': True, 'feature_selection__columns': [8, 100, 102, 105]}",5825.0,6512.5,6387.5,5950.0,6387.5,6212.5,272.14426321346554,47
74,3.554023790359497,0.0026421850213398167,0.04657926559448242,0.0005407397624715595,600,10,1,log2,10.0,True,"[8, 100, 102, 105]","{'model__n_estimators': 600, 'model__min_samples_split': 10, 'model__min_samples_leaf': 1, 'model__max_features': 'log2', 'model__max_depth': 10, 'model__bootstrap': True, 'feature_selection__columns': [8, 100, 102, 105]}",5950.0,6637.5,6637.5,5950.0,6575.0,6350.0,327.3950213427199,22
75,2.391656494140625,0.026821366810518308,0.03122844696044922,0.000858039371869556,200,5,2,log2,20.0,False,"[8, 100, 102, 105]","{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_features': 'log2', 'model__max_depth': 20, 'model__bootstrap': False, 'feature_selection__columns': [8, 100, 102, 105]}",5762.5,6450.0,5887.5,5575.0,6387.5,6012.5,346.8609231377902,79
76,11.83158507347107,0.22843134561950318,0.1536698818206787,0.0006693137540041747,1000,10,4,log2,100.0,False,"[8, 100, 102, 105, 403]","{'model__n_estimators': 1000, 'model__min_samples_split': 10, 'model__min_samples_leaf': 4, 'model__max_features': 'log2', 'model__max_depth': 100, 'model__bootstrap': False, 'feature_selection__columns': [8, 100, 102, 105, 403]}",5750.0,6312.5,6187.5,5625.0,6500.0,6075.0,334.0097303971847,67
77,2.366891050338745,0.0022652355527806394,0.030747032165527342,0.00030448670375543807,400,5,2,log2,10.0,True,"[8, 100, 102, 105]","{'model__n_estimators': 400, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_features': 'log2', 'model__max_depth': 10, 'model__bootstrap': True, 'feature_selection__columns': [8, 100, 102, 105]}",5887.5,6887.5,6450.0,6137.5,6450.0,6362.5,336.804839632687,18
78,4.843252420425415,0.11207461919385371,0.06583175659179688,0.0013357384465508355,400,2,4,sqrt,80.0,False,"[8, 100, 102, 105]","{'model__n_estimators': 400, 'model__min_samples_split': 2, 'model__min_samples_leaf': 4, 'model__max_features': 'sqrt', 'model__max_depth': 80, 'model__bootstrap': False, 'feature_selection__columns': [8, 100, 102, 105]}",5700.0,6387.5,6012.5,5700.0,6325.0,6025.0,294.2150573984955,77
