n_features,Combination,score,accuracy,accuracy_top_20pc,XGB_params,SVM_params,split_size
4,"('SVC',)",6771.428571428572,0.6474285714285715,0.7571428571428571,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6800.0,0.6462857142857142,0.76,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6228.571428571428,0.576,0.7028571428571428,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6828.571428571428,0.6497142857142857,0.7628571428571429,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6828.571428571428,0.6468571428571429,0.7628571428571429,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",5942.857142857143,0.6005714285714285,0.6742857142857143,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6657.142857142857,0.6537142857142857,0.7457142857142857,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6685.714285714285,0.6582857142857143,0.7485714285714286,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",5742.857142857143,0.6097142857142858,0.6542857142857142,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6771.428571428572,0.6628571428571428,0.7571428571428571,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6714.285714285715,0.6651428571428571,0.7514285714285714,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",5971.428571428572,0.6074285714285714,0.6771428571428572,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6485.714285714285,0.644,0.7285714285714285,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6457.142857142857,0.6422857142857142,0.7257142857142858,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6142.857142857143,0.596,0.6942857142857143,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6857.142857142857,0.6657142857142857,0.7657142857142857,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6942.857142857143,0.6645714285714286,0.7742857142857142,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6028.571428571428,0.6194285714285714,0.6828571428571428,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6428.571428571428,0.66,0.7228571428571429,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6485.714285714285,0.6565714285714286,0.7285714285714285,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",5857.142857142857,0.5994285714285714,0.6657142857142857,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6542.857142857143,0.652,0.7342857142857143,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6600.0,0.6485714285714286,0.74,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",5742.857142857143,0.5725714285714286,0.6542857142857142,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",7000.0,0.6474285714285715,0.78,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6857.142857142857,0.648,0.7657142857142857,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6371.428571428572,0.6062857142857143,0.7171428571428572,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6828.571428571428,0.6691428571428572,0.7628571428571429,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6771.428571428572,0.6714285714285714,0.7571428571428571,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6000.0,0.6222857142857143,0.68,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6514.285714285715,0.6542857142857142,0.7314285714285714,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6542.857142857143,0.6548571428571428,0.7342857142857143,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6171.428571428572,0.5365714285714286,0.58,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6800.0,0.6577142857142857,0.76,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6857.142857142857,0.6537142857142857,0.7657142857142857,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6000.0,0.5834285714285714,0.68,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6714.285714285715,0.6531428571428571,0.7514285714285714,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6714.285714285715,0.6571428571428571,0.7514285714285714,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6314.285714285715,0.6068571428571429,0.7114285714285714,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6771.428571428572,0.6628571428571428,0.7571428571428571,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6771.428571428572,0.6662857142857143,0.7571428571428571,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",5714.285714285715,0.6245714285714286,0.6514285714285715,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6800.0,0.6497142857142857,0.76,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6657.142857142857,0.6531428571428571,0.7457142857142857,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6485.714285714285,0.5468571428571428,0.5942857142857143,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",7085.714285714285,0.6708571428571428,0.7885714285714286,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",7085.714285714285,0.668,0.7885714285714286,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6742.857142857143,0.6377142857142857,0.7542857142857143,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6828.571428571428,0.6617142857142857,0.7628571428571429,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6828.571428571428,0.6657142857142857,0.7628571428571429,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6028.571428571428,0.6211428571428571,0.6828571428571428,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6457.142857142857,0.6451428571428571,0.7257142857142858,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6400.0,0.6468571428571429,0.72,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6428.571428571428,0.5937142857142857,0.7228571428571429,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",7085.714285714285,0.6611428571428571,0.7885714285714286,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",7085.714285714285,0.6662857142857143,0.7885714285714286,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",5400.0,0.4805714285714286,0.62,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6514.285714285715,0.6594285714285715,0.7314285714285714,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6428.571428571428,0.6508571428571429,0.7228571428571429,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6685.714285714285,0.5885714285714285,0.74,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",7142.857142857143,0.6588571428571428,0.7942857142857143,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",7171.428571428572,0.6605714285714286,0.7971428571428572,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6314.285714285715,0.6125714285714285,0.7114285714285714,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6942.857142857143,0.6702857142857143,0.7742857142857142,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6971.428571428572,0.6668571428571428,0.7771428571428571,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",5771.428571428572,0.5257142857142857,0.58,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6800.0,0.6502857142857142,0.76,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6657.142857142857,0.6445714285714286,0.7457142857142857,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",5942.857142857143,0.64,0.6742857142857143,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6771.428571428572,0.6657142857142857,0.7571428571428571,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6771.428571428572,0.6611428571428571,0.7571428571428571,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",5942.857142857143,0.5771428571428572,0.6742857142857143,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6485.714285714285,0.6485714285714286,0.7285714285714285,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6428.571428571428,0.6474285714285715,0.7228571428571429,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6314.285714285715,0.62,0.7114285714285714,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6771.428571428572,0.6651428571428571,0.7571428571428571,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6742.857142857143,0.6668571428571428,0.7542857142857143,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier',)",6600.0,0.628,0.74,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('SVC',)",6885.714285714285,0.6542857142857142,0.7685714285714286,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
4,"('XGBClassifier', 'SVC')",6914.285714285715,0.6548571428571428,0.7714285714285715,"{'n_estimators': 150, 'learning_rate': 0.001, 'min_child_weight': 2, 'subsample': 0.5, 'lambda': 0.1, 'max_depth': 2, 'tree_method': 'approx'}","{'kernel': 'poly', 'degree': 4, 'gamma': 'auto', 'coef0': 0.2, 'probability': True}",0.35
